slug_country,tournament,id,slug_torn
chinese-taipei,Taiwan Football Premier League,22256,taiwan-football-premier-league
chinese-taipei,President Cup,26918,president-cup
chinese-taipei,Taiwan Cup Women,27329,taiwan-cup-women
colombia,"Primera A, Apertura",11539,primera-a-apertura
colombia,"Primera A, Finalización",11536,primera-a-clausura
colombia,Categoría Primera B,1238,primera-b
colombia,Copa Colombia,1335,copa-colombia
colombia,Superliga de Colombia,10756,superliga-de-colombia
colombia,Colombian Women's Football League,18555,liga-femenina
colombia,Torneo Dimenor U20,25286,torneo-dimenor-u20
colombia,Liga LFA Gane Betplay,25478,liga-lfa-gane-betplay
colombia,Ascenso LFA Gane Betplay,25479,ascenso-lfa-gane-betplay
colombia,Promoción LFA Gane Betplay,25480,promocion-lfa-gane-betplay
colombia,Liga Master LFA PRO,25481,liga-master-lfa-pro
colombia,Primera C,26947,primera-c
comoros,Comoros Premier League,21979,comoros-premier-league
congo-republic,Congo Ligue 1,10784,premier-league
cook-islands,Round Cup,21537,round-cup
costa-rica,"Primera División, Apertura",11535,primera-division-apertura
costa-rica,"Primera División, Clausura",11542,primera-division-clausura
costa-rica,"Liga de Ascenso, Apertura",11671,liga-de-ascenso-apertura
costa-rica,"Liga de Ascenso, Clausura",11672,liga-de-ascenso-clausura
costa-rica,Copa Costa Rica,21305,copa-costa-rica
costa-rica,Costa Rican Supercup,22975,costa-rican-supercup
costa-rica,"Primera División, Women",22135,primera-division-women
costa-rica,Recopa,28021,recopa
croatia,HNL,170,hnl
croatia,Hrvatski nogometni kup,307,croatian-cup
croatia,1. NL,724,1-nl
croatia,2. NL,19122,2-nl
croatia,3. NL - Centar,19132,3-nl-centar
croatia,3. NL - Istok,19114,3-nl-istok
croatia,3. NL - Jug,19124,3-nl-jug
croatia,3. NL - Sjever,19051,3-nl-sjever
croatia,3. NL - Zapad,19115,3-nl-zapad
croatia,Croatian Super Cup,800,croatian-super-cup
croatia,1. HNLŽ,17212,1-hnlz
croatia,Prva NL Juniori,19318,prva-nl-juniori
croatia,Croatian Women's Football Cup,21662,croatian-womens-football-cup
croatia,Croatia U19 Cup,25487,croatia-u19-cup
croatia,U19 Prva NL Juniori,28307,u19-prva-nl-juniori
curacao,Promé Divishon,16704,prome-divishon
cyprus,Cyprus League by Stoiximan,171,1-division
cyprus,Cypriot 2nd Division,692,2-division
cyprus,Cypriot Third Division,1460,3-division
cyprus,Cyprus Cup,315,cyprus-cup
cyprus,Cypriot Super Cup,550,cypriot-super-cup
cyprus,4. Division,22372,4-division
cyprus,Cypriot Women's First Division,23491,cypriot-womens-first-division
cyprus,Cyprus Cup 3rd & 4th Division,22508,cyprus-cup-3rd-and-4th-division
cyprus,Protathlima Entaxis STOK,22650,protathlima-entaxis-stok
denmark,Danish Superliga,39,superliga
denmark,Betinia Liga,47,1st-division
denmark,CampoBet 2 Division,65,2nd-division
denmark,CampoBet 3 Division,17072,3rd-division
denmark,Oddset Pokalen,76,oddset-pokalen
denmark,Gjensidige Kvindeliga,9412,gjensidige-kvindeliga
denmark,Denmark U19 League,23040,u19-drenge-ligaen
denmark,Danish Women's 1st Division,28169,b-liga-women
dominica,DFA Premier League,25788,dfa-premier-league
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol
dominican-republic,Copa de la LDF,24499,copa-de-la-ldf
dominican-republic,LDF 2da División Expansión,22161,ldf-2da-division-expansion
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1
dr-congo,Coupe du Congo,26796,coupe-du-congo
ecuador,LigaPro Serie A,240,ligapro-serie-a
ecuador,LigaPro Serie B,10240,ligapro-serie-b
ecuador,Copa Ecuador,13684,copa-ecuador
ecuador,Supercopa Ecuador,14660,super-copa
ecuador,Ecuador Superliga Femenina,26132,superliga-women
egypt,Egyptian Premier League,808,premier-league
egypt,Egypt Cup,2305,egypt-cup
egypt,Egyptian Supercup,14688,super-cup
egypt,Egyptian Second Division A,10536,egyptian-second-division-a
egypt,Egyptian League Cup,18491,egyptian-league-cup
egypt,"Premier League, Women",24365,premier-league-women
el-salvador,"Primera División, Apertura",11537,primera-division-apertura
el-salvador,"Primera División, Clausura",11532,primera-division-clausura
el-salvador,"Primera División, Reserves, Apertura",18919,primera-division-reserves-apertura
el-salvador,"Primera División, Reserves, Clausura",18523,primera-division-reserves-clausura
el-salvador,Segunda División,19969,segunda-division
estonia,Premium Liiga,178,premium-liiga
estonia,Esiliiga,678,esiliiga
estonia,Esiliiga B,19886,esiliiga-b
estonia,Eesti Superkarikas,356,eesti-superkarikas
estonia,Eesti Karikas,731,eesti-karikas
estonia,Meistriliiga Women,10510,meistriliiga-women
estonia,II Liiga,20426,ii-liiga
estonia,III Liiga,21261,iii-liiga
estonia,IV Liiga,21532,iv-liiga
estonia,Väikesed karikavõistlused,22195,vaikesed-karikavoistlused
estonia,U19 Eliitliiga Meistriliiga,24718,u19-eliitliiga-meistriliiga
estonia,U19 Eliitliiga Esiliiga,26906,u19-eliitliiga-esiliiga
ethiopia,Ethiopian Premier League,16601,premier-league
ethiopia,Ethiopian Higher League,22244,ethiopian-higher-league
ethiopia,Ethiopian U20 Premier League,27071,ethiopian-u20-premier-league
ethiopia,Ethiopian Women’s Premier League,22580,ethiopian-women-s-premier-league
faroe-islands,Faroe Islands Premier League,673,premier-league
faroe-islands,Faroe Islands 1. Deild,674,1-deild
faroe-islands,Faroe Islands 2. Deild,24914,2-deild
faroe-islands,Faroe Islands Cup,779,faroe-islands-cup
faroe-islands,Faroe Islands Premier League Women,25281,faroe-islands-premier-league-women
faroe-islands,Faroe Islands Super Cup,25302,faroe-islands-super-cup
fiji,Digicel Premier League,16437,digicel-premier-league
fiji,Champion vs Champion,21929,champion-vs-champion
finland,Veikkausliiga,41,veikkausliiga
finland,Ykkösliiga,55,ykkosliiga
finland,Ykkönen,22020,ykkonen
finland,"Kakkonen, Group A",179,kakkonen-group-a
finland,"Kakkonen, Group B",180,kakkonen-group-b
finland,"Kakkonen, Group C",181,kakkonen-group-c
finland,Suomen Cup,220,suomen-cup
finland,Liigacup,83,liigacup
finland,Kansallinen Liiga,1662,kansallinen-liiga
finland,Ykkösliigacup,21927,ykkosliigacup
finland,Kolmonen,25914,kolmonen
finland,Kansallinen Ykkönen,25991,kansallinen-ykkonen
finland,"Suomen Cup, Women",27939,suomen-cup-women
finland,U20 SM,27944,u20-sm
french-guiana,Regional 1,16733,honor-division
french-guiana,Regional 2,25247,regional-2-francuska
french-guiana,Regional 3,25248,regional-3-francuska
gabon,National Foot 1,18878,national-foot-1
gambia,GFF First Division,16610,gff-first-division
gambia,GFF Second Division,16638,gff-second-division
georgia,Erovnuli Liga,704,erovnuli-liga
georgia,Erovnuli Liga 2,726,erovnuli-liga-2
georgia,Liga 3,16789,liga-3
georgia,Liga 4,17027,liga-4
georgia,Georgian Cup,729,georgian-cup
georgia,Georgian Super Cup,766,georgian-super-cup
georgia,Georgia Regional League,22586,georgia-regional-league
ghana,Ghana Premier League,1191,ghana-premier-league
ghana,Access Bank Division One,19752,access-bank-division-one
ghana,Ghana FA Cup,2303,fa-cup
ghana,BARFA Division Two,22167,barfa-division-two
ghana,BARFA Division 2 Middle League,22512,barfa-division-2-middle-league
ghana,CRFA Division Two,21782,crfa-division-two
ghana,ERFA Division Two,21798,erfa-division-two
ghana,GARFA Division Two,22197,garfa-division-two
ghana,GAED Division 3,22077,gaed-division-3
ghana,GEDFA Division 3,21852,gedfa-division-3
ghana,Mfantseman Division 3,21887,mfantseman-division-3
ghana,ML Foundation Division 3,22364,ml-foundation-division-3
ghana,BARFA Women's Division 1,22361,barfa-womens-division-1
ghana,BARFA Cup,22368,barfa-cup
ghana,ASHDFA Division 3,24045,ashdfa-division-3
ghana,CCMFA Third Division League,24374,ccmfa-third-division-league
ghana,Tano Annual Tournament,24377,tano-annual-tournament
ghana,Ga North Division 3,24380,ga-north-division-3
ghana,AEED Division 3,25390,crfa-division-three
ghana,ERFA Women's Division One League,24632,erfa-womens-division-one-league
ghana,ARFA Division Two,25846,arfa-division-two
ghana,Afriskaut BARFA U19 Regional Cup,26274,barfa-u19-regional-cup
ghana,ERFA Division Three,27508,erfa-division-three
ghana,President's Cup,27799,presidents-cup
gibraltar,Gibraltar Football League,1542,football-league
gibraltar,Pepe Reyes Cup,28472,pepe-reyes-cup
gibraltar,Rock Cup,19931,rock-cup
greece,Stoiximan Super League,185,stoiximan-super-league
greece,Super League 2,186,super-league-2
greece,Gamma Ethniki,20862,gamma-ethniki
greece,Greek Football Cup,375,greek-cup-betsson
greece,Greece Women's Football League,10609,super-league-women
greece,Greece Women's Football Second Division,24160,greece-womens-football-second-division
greece,U19 Super League,11414,u19-super-league
greece,U19 Super League 2,24195,u19-super-league-2
greece,Greece U19 Cup,25529,greece-u19-cup
greece,Super League 2 Super Cup,26482,super-league-2-super-cup
greenland,GrønlandsBANKEN GM,22632,gronlandsbanken-gm
grenada,Premier League,16948,premier-league
guadeloupe,Régionale 1,19945,regionale-1
guadeloupe,Régionale 2,21490,regionale-2
guadeloupe,Régionale 3,21804,regionale-3
guadeloupe,Coupe de France - Guadeloupe Zone,21491,coupe-de-france-guadeloupe-zone
guadeloupe,Coupe de Guadeloupe,21840,coupe-de-guadeloupe
guam,Budweiser G-League,20210,budweiser-g-league
guatemala,"Liga Guate Banrural, Apertura",11619,liga-guate-banrural-apertura
guatemala,"Liga Guate Banrural, Clausura",11615,liga-guate-banrural-clausura
guatemala,Primera División,19949,primera-division
guatemala,Segunda División,20009,segunda-division
guatemala,Primera Division,28165,primera-division
guinea,Ligue 1,18477,ligue-1
honduras,"Liga Hondubet de Honduras, Apertura",11613,liga-betcris-de-honduras-apertura
honduras,"Liga Betcris de Honduras, Clausura",11614,liga-betcris-de-honduras-clausura
honduras,Liga de Ascenso,23153,liga-de-ascenso
honduras,Liga de Ascenso,24794,liga-de-ascenso
honduras,Honduras Reserve League,25621,honduras-reserve-league
hong-kong,Hong Kong Premier League,947,premier-league
hong-kong,Hong Kong 1st Division,10526,division-1
hong-kong,Hong Kong FA Cup,10291,fa-cup
hong-kong,Hong Kong 2nd Division,24249,hong-kong-2nd-division
hong-kong,Hong Kong Premier League U22,24114,hkpl-u22
hong-kong,Hong Kong Sapling Cup,24399,hong-kong-sapling-cup
hong-kong,Hong Kong U22 Cup,26496,hong-kong-u22-cup
hungary,Fizz Liga,187,nb-i
hungary,NB II,1339,nb-ii
hungary,NB III Kelet,16676,nb-iii-kelet
hungary,NB III Közép,16679,nb-iii-kozep
hungary,NB III Nyugat,16682,nb-iii-nyugat
hungary,Magyar Kupa,305,magyar-kupa
hungary,NB I Women,10518,nb-i-women
hungary,Hungary U19 1st Division,23275,hungary-u19-1st-division
hungary,MLSZ Országos U17 Kiemelt,26504,mlsz-orszagos-u17-kiemelt
hungary,MLSZ Országos U19 Alap,26538,mlsz-orszagos-u19-alap
hungary,NB III,28095,nb-iii
iceland,Besta deild karla,188,besta-deild-karla
iceland,1. deild,675,1-deild
iceland,2. deild,10309,2-deild
iceland,3. deild,13578,3-deild
iceland,Icelandic Super Cup,786,icelandic-super-cup
iceland,Icelandic Men's Football Cup,504,icelandic-mens-football-cup
iceland,Icelandic Men's Football League Cup A,2056,league-cup-a
iceland,Icelandic Men's Football League Cup B,25033,icelandic-mens-football-league-cup-b
iceland,Icelandic Men's Football League Cup C,25125,icelandic-mens-football-league-cup-c
iceland,"Urvalsdeild, Women",10307,urvalsdeild-women
iceland,1. deild Women,10496,1-deild-women
iceland,2. Deild Women,23033,2-deild-women
iceland,Icelandic Women's Football Super Cup,13497,icelandic-womens-football-super-cup
iceland,Icelandic Women's Football Cup,11211,icelandic-womens-football-cup
iceland,Icelandic Women's Football League Cup A,13332,league-cup-a-women
iceland,Reykjavík Cup,21889,reykjavik-cup
iceland,4. deild,26124,4-deild
iceland,Fotbolti.net Cup,27528,fotboltinet-cup
iceland,Iceland U19 League A,25159,iceland-u19-league-a
india,Indian Super League,1900,indian-super-league
india,I-League,848,i-league
india,I-League 2,21882,i-league-2
india,I-League 3,23521,i-league-3
india,Super Cup India,11058,super-cup-india
india,Durand Cup,20809,durand-cup
india,Calcutta Premier Division,2289,calcutta-premier-division
india,Santosh Trophy,24192,santosh-trophy
india,Nagaland Super League,24754,nagaland-super-league
india,Indian Women's League,21726,indian-womens-league
india,Indian Women's League 2,25760,indian-womens-league-2
india,Kerala Women League,25008,kerala-women-league
indonesia,Indonesia Super League,1015,liga-1
indonesia,Indonesia Liga 2,23229,indonesia-liga-2
indonesia,Indonesia Liga 3,24432,indonesia-liga-3
indonesia,Indonesia President's Cup,23013,indonesia-presidents-cup
indonesia,Indonesia Liga 4,24672,indonesia-liga-4
indonesia,Liga Topskor U17,24801,liga-topskor
indonesia,Liga Topskor U13,24823,liga-topskor-u13
indonesia,Liga Topskor U14,24832,liga-topskor-u14
indonesia,Liga Topskor U15,24833,liga-topskor-u15
indonesia,Liga Topskor U16,24834,liga-topskor-u16
iran,Persian Gulf Pro League,915,persian-gulf-pro-league
iran,Azadegan League,11338,azadegan-league
iran,Hazfi Cup,11497,hazfi-cup
iran,Iranian Super Cup,18526,iranian-super-cup
iraq,Iraq Stars League,22478,iraq-stars-league
iraq,Iraqi FA Cup,25377,iraqi-fa-cup
iraq,Iraq Premier Division,25360,iraq-premier-division
iraq,Kurdistan First Division,27033,kurdistan-first-division
iraq,Kurdistan Premier League,26248,kurdistan-premier-league
iraq,Stars League,24040,stars-league
ireland,Premier Division,192,premier-division
ireland,Ireland 1st Division,193,first-division
ireland,FAI Cup,195,fai-cup
ireland,FAI Presidents Cup,1632,fai-presidents-cup
ireland,Ireland Women's Premier Division,20065,premier-division-women
ireland,FAI Women's Cup,22727,fai-cup-women
ireland,Beamish Stout Munster Senior Premier Division,22758,beamish-stout-munster-senior-premier-division
ireland,Munster Senior Cup,24544,munster-senior-cup
ireland,Leinster Senior Cup,24715,leinster-senior-cup
ireland,"FAI Cup, Women",28167,fai-cup-women
israel,Israeli Premier League,266,israeli-premier-league
israel,Israel National League,727,national-league
israel,Israel Super Cup,2104,israel-super-cup
israel,State Cup,370,state-cup
israel,Toto Cup Al,9355,league-cup-premier
israel,Toto Cup Leumit,9356,league-cup-national
israel,Israel U19 Premier Division,16811,israel-u19-premier-division
israel,Israeli Women's Football League,14586,ligat-al-women
israel,Liga Alef North,23265,liga-alef-north
israel,Liga Alef South,23266,liga-alef-south
ivory-coast,Ivory Coast Ligue 1,1211,ligue-1
ivory-coast,Ivory Coast Ligue 2,25625,ivory-coast-ligue-2
jamaica,Jamaica Premier League,1892,premier-league
japan,J1 League,196,j1-league
japan,J2 League,402,j2-league
japan,J3 League,2293,j3-league
japan,J. League Cup,101,j-league-cup
japan,Emperor Cup,323,emperor-cup
japan,Japanese Super Cup,393,japanese-super-cup
japan,WE-League,18653,we-league
japan,Japan Women's Football League,3085,nadeshiko-league-div-1-women
japan,Japan Football League,2294,japan-football-league
japan,WE League Cup,23701,we-league-cup
japan,Japan University Women's Football Championship,24486,japan-university-womens-football-championship
japan,Japan Regional League,27189,japan-regional-league
japan,Nadeshiko League 2,25502,nadeshiko-league-2
jordan,Jordan Pro League,929,jordan-league
jordan,Jordan 1st Division,13361,jordan-1st-division
jordan,Jordan Cup,1822,jordan-cup
jordan,Jordan Super Cup,18668,super-cup
kazakhstan,Kazakhstan Premier League,682,premier-league
kazakhstan,Kazakhstan 1st League,785,first-division
kazakhstan,Kazakhstan Cup,749,kazakhstan-cup
kazakhstan,Kazakhstan Super Cup,773,kazakhstan-super-cup
kazakhstan,Kazakhstan League Cup,22551,kazakhstan-league-cup
kazakhstan,Kazakhstan Super League Women,25971,kazakhstan-super-league-women
kazakhstan,QFL League Women,25969,qfl-league-women
kazakhstan,QFL League Women,25970,qfl-league-women
kenya,Kenyan Premier League,1644,premier-league
kenya,National Super League,16540,national-super-league
kenya,Division One League - Zone A,16778,division-one-league-zone-a
kenya,Division One League - Zone B,16808,division-one-league-zone-b
kenya,Division Two League,20220,division-two-league
kenya,Mozzart Bet Cup,20047,mozzart-bet-cup
kenya,Manuar Cup U11,21587,manuar-cup-u11
kenya,Manuar Cup U13,21588,manuar-cup-u13
kenya,Kellan Montessori Cup U11,23823,kellan-montessori-cup-u11
kenya,Manuar Cup U16,21586,manuar-cup
kenya,Football Without Borders U15,23928,football-without-borders-u15
kenya,82 Sports Ultimate Cup,24143,82-sports-ultimate-cup
kenya,Sagana Sports Association,24346,sagana-sports
kenya,NaiCup Legacy Cup U13,25148,naicup-legacy-cup-u13
kenya,Pasaka Challenge Cup,25856,pasaka-challenge-cup
kenya,Rausha Kipaji Cup,24112,rausha-kipaji-cup
kenya,Talanta Classic Cup,24443,talanta-classic-cup
kenya,Wazee Premier League,26264,wazee-premier-league
kosovo,AlbiMall Superliga,9413,albimall-superliga
kosovo,First League,9426,viva-fresh-liga-e-pare
kosovo,Liga e Dytë,16702,liga-e-dyte
kosovo,Kupa e Kosovës,10069,kupa-e-kosoves
kosovo,Kosovo U21 League,23926,kosovo-u21-league
kuwait,Zain Premier League,1002,zain-premier-league
kuwait,Zain First Division,20044,division-1
kuwait,Crown Prince Cup,939,crown-prince-cup
kuwait,Federation Cup,953,federation-cup
kuwait,Kuwait Super Cup,14564,kuwait-super-cup
kuwait,Emir Cup,14710,emir-cup
kuwait,Kuwait Blue League,25018,u23-kuwait-blue-league
laos,Lao League,16813,lao-league
laos,The Lao Prime Minister Cup,25485,the-lao-prime-minister-cup
latvia,Virsliga,197,virsliga
latvia,1.Liga,677,1liga
latvia,Latvijas Kauss,761,latvijas-kauss
latvia,Latvian Women's League,23108,sieviesu-futbola-liga
latvia,Altero.lv LIIGA,25633,alterolv-liiga
latvia,Dali Dali 3. līga,26023,dali-dali-3-liga
lebanon,Lebanese Premier League,2295,lebanese-premier-league
lebanon,Lebanon Cup,2307,lebanon-cup
lebanon,Lebanese Super Cup,2159,super-cup
lebanon,Federation Cup,20748,federation-cup
lesotho,Vodacom Premier League,26697,vodacom-premier-league
liberia,LFA First Division,16810,lfa-first-division
liberia,Orange Cup,26059,orange-cup
libya,Premier League,16641,premier-league
libya,Libyan Cup,18537,libyan-cup
libya,Super Cup,22096,super-cup
libya,First Division,18429,first-division
libya,Second Division,20464,second-division
libya,Second Division - Gulf of Sirte,22031,second-division-gulf-of-sirte
libya,Third Division,20757,third-division
libya,Third Division - Al Jabal Alakhdar,20495,third-division-al-jabal-alakhdar
libya,Third Division - South,20482,third-division-south
libya,Third Division - Tobruk,20609,third-division-tobruk
libya,Third Division - Tripoli,20481,third-division-tripoli
libya,Third Division - West,20494,third-division-west
liechtenstein,FL1 Aktiv - Cup,757,fl1-aktiv-cup
lithuania,A Lyga,198,a-lyga
lithuania,Pirma Lyga,676,pirma-lyga
lithuania,LFF Cup,812,lff-cup
lithuania,LFF Super Cup,1262,lff-super-cup
lithuania,A Lyga Women,25410,a-lyga-women
lithuania,II Lyga,16785,ii-lyga
luxembourg,Division Nationale,690,division-nationale
luxembourg,Promotion d'Honneur,723,promotion-dhonneur
luxembourg,Coupe de Luxembourg,765,coupe-de-luxembourg
macao,Elite League,20238,elite-league
madagascar,Pure Play Football League,20122,pure-play-football-league
madagascar,Telma Coupe,22507,telma-coupe
malaysia,Malaysia Super League,1000,malaysia-super-league
malaysia,Malaysia FA Cup,13474,malaysia-fa-cup
malaysia,Piala Malaysia,20827,piala-malaysia
malaysia,Liga A1,22740,liga-a1
malaysia,Malaysia MFL Cup,22821,malaysia-mfl-cup
malaysia,MFL Challenge Cup,24408,mfl-challenge-cup
malaysia,Piala Sumbangsih,28375,piala-sumbangsih
malta,YoHealth Malta Premier,629,premier-league
malta,Challenge League,630,challenge-league
malta,IZIBET Amateur League,19807,izibet-amateur-league
malta,Maltese FA Trophy,633,fa-trophy
malta,Maltese Super Cup,725,super-cup
malta,AME Cup,2107,ame-cup
malta,Gozo Football League First Division,16504,gozo-football-league-first-division
malta,Gozo Football League Second Division,16514,gozo-football-league-second-division
malta,ISA Malta,19141,isa-malta
malta,BOV Youth League A,25123,bov-youth-league-a
malta,Challenge Cup,25273,challenge-cup
malta,National Amateur Cup,20172,national-amateur-cup
malta,National Amateur Super Cup,20175,national-amateur-super-cup
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1
martinique,Coupe de France - Martinique,21093,coupe-de-france-martinique-zone
martinique,Coupe de Martinique,21797,coupe-de-martinique
martinique,Trophée Daniel Charles-Alfred - R2,21531,trophee-daniel-charles-alfred-r2
martinique,Trophée Yvon Lutbert,23295,trophee-yvon-lutbert
mauritania,Super D1,23703,super-d1
mauritius,National Super League,16527,national-super-league
mauritius,National Division One,16612,national-division-one
mauritius,National Division Two,17351,national-division-two
mauritius,Republic Cup,24255,republic-cup
mayotte,Régional 1,21920,regional-1
mayotte,Régional 2,23998,regional-2
moldova,Moldovan Super Liga,685,super-liga
moldova,Moldovan Liga 1,710,liga-1
moldova,Cupa Moldova,741,cupa-moldova
moldova,Supercupa Moldovei,890,supercupa-moldovei
moldova,Cupa Federației,14713,cupa-federatiei
mongolia,Mongolian Premier League,18725,premier-league
mongolia,Mongolia Cup,22793,mongolia-cup
montenegro,Montenegrin First League,154,meridianbet-1-cfl
montenegro,Amplitudo 2. CFL,717,amplitudo-2-cfl
montenegro,Montenegrin Cup,739,montenegrin-cup
montenegro,1. ŽFL,28320,1-zfl
morocco,Botola Pro,937,botola-pro
morocco,Botola Pro 2,10554,botola-pro-2
morocco,Coupe du Trône,1434,coupe-du-trone
morocco,Division 1 Féminin,28276,morocco-division-1-feminin
morocco,Morocco Excellence Cup,23848,morocco-excellence-cup
mozambique,Moçambola,16642,mocambola
mozambique,Super Cup Mário Esteves Coluna,25519,super-cup-mario-esteves-coluna
myanmar,Myanmar National League,10535,national-league
myanmar,Myanmar League 2,23060,myanmar-league-2
myanmar,Myanmar League Women,23047,myanmar-league-women
myanmar,Myanmar National League Cup,26512,myanmar-national-league-cup
namibia,Debmarine Namibia Premiership,21358,debmarine-namibia-premiership
namibia,Maris Cup,25752,maris-cup
nepal,Nepal Super League,25312,nepal-super-league
netherlands,Eredivisie,37,eredivisie
netherlands,Eerste Divisie,131,eerste-divisie
netherlands,Tweede Divisie,11402,tweede-divisie
netherlands,KNVB Beker,330,knvb-beker
netherlands,Johan Cruijff Schaal,340,johan-cruijff-schaal
netherlands,Vrouwen Eredivisie,2123,vrouwen-eredivisie
netherlands,"U21 KNVB, Divisie 1",17143,u21-knvb-divisie-1
netherlands,Dutch Women's Super Cup,20833,supercup-women
netherlands,Eredivisie Cup,22480,eredivisie-cup
netherlands,Derde Divisie,28156,derde-divisie
netherlands,"KNVB Beker, Women",18789,knvb-beker-women
new-caledonia,Super Ligue,26397,super-ligue
new-zealand,New Zealand National League,594,national-league
new-zealand,"National League, Women",24140,national-league-women
new-zealand,Chatham Cup,27789,chatham-cup
new-zealand,"Kate Sheppard Cup, Women",27788,kate-sheppard-cup-women
nicaragua,Liga Primera de Nicaragua,10533,liga-primera
nigeria,Nigeria Premier Football League,2060,professional-league
nigeria,National League,22136,national-league
nigeria,NYML NLO Division One League,22115,nlo-division-one-league
nigeria,5stars Premier League,22307,5stars-premier-league
nigeria,5stars Premier League Preseason,22330,5stars-premier-league-preseason
nigeria,NYML NLO Division Two League,22858,nlo-division-two-league
nigeria,Green Lock FC Summer Football Tournament,22879,green-lock-fc-summer-football-tournament
nigeria,Optima  Energy Gold Cup Pre-season Tournament,23238,optima-energy-gold-cup-pre-season-tournament
nigeria,The Ondo Stars League,23259,the-ondo-stars-league
nigeria,IFC Adeyemi Football Championship,23603,elford-alliyu-football-development-cup
nigeria,Elford Alliyu Football League,23607,elford-alliyu-football-league
nigeria,Oluyole Local Football League,23619,oluyole-local-football-league
nigeria,Ibadan Football Council,23663,ibadan-football-council
nigeria,Dynasty Scouting League,23986,dynasty-scouting-league
nigeria,Asaba Super Cup,24111,asaba-super-cup
nigeria,New Year Mega Lottery Nationwide League One  Super 8,24423,new-year-mega-lottery-nationwide-league-one-super-8
nigeria,Olumo Super Liga,24666,olumo-super-liga
nigeria,Sarduana Cup,25391,sarduana-cup
nigeria,Don Bosco Cup,25489,don-bosco-cup
nigeria,1xCup,26680,1xcup
nigeria,Abeokuta South Coaches FA Cup,28126,abeokuta-south-coaches-fa-cup
nigeria,Abuja All Stars International,26905,abuja-all-stars-international
nigeria,Discovery Cup U19,26513,discovery-cup-u19
nigeria,D'Royal Off Season Tournament,28476,droyal-off-season-tournament
nigeria,Federation Cup,25865,federation-cup
nigeria,Future Stars Challenge Cup,27972,future-stars-challenge-cup
nigeria,Knockout Football League,28369,knockout-football-league
nigeria,Kwara State Inner Super Cup,27353,kwara-state-inner-super-cup
nigeria,NFCA Abeokuta South Coaches League,27042,nfca-abeokuta-south-coaches-league
nigeria,NNL Super 8,27536,nnl-super-8
nigeria,Oakdale Cup,25990,oakdale-cup
nigeria,Oyebode Cup,28368,oyebode-cup
nigeria,Pro Route League,28480,pro-route-league
nigeria,Skouted Youth League,28377,skouted-youth-league
nigeria,Wasimi Summer Soccer Championship,28125,wasinmi-summer-soccer-championship
north-macedonia,1. MFL,199,1-mfl
north-macedonia,2. MFL,718,2-mfl
north-macedonia,North Macedonia Cup,348,north-macedonia-cup
north-macedonia,3. MFL,23461,3-mfl
northern-ireland,NIFL Premiership,200,premiership
northern-ireland,NIFL Championship,701,championship
northern-ireland,Irish Cup,767,irish-cup
northern-ireland,Northern Ireland Football League Cup,611,league-cup
northern-ireland,NIFL Charity Shield,20621,nifl-charity-shield
northern-ireland,NIFL Reserve League,23276,nifl-reserve-league
northern-ireland,NIFL Women's Premiership League Cup,25986,nifl-womens-premiership-league-cup
northern-ireland,Northern Ireland Women's Championship,25758,northern-ireland-womens-championship
northern-ireland,"Premiership, Women",26136,premiership-women
northern-mariana-islands,MSL 1,23694,msl-1
norway,Eliteserien,20,eliteserien
norway,Norwegian 1st Division,22,1st-division
norway,2nd Division Playoffs,11089,2nd-division-playoffs
norway,"2nd Division, Group 1",11085,2nd-division-group-1
norway,"2nd Division, Group 2",11090,2nd-division-group-2
norway,"Toppserien, Women",201,toppserien-women
norway,"1st Division, Women",10607,1st-division-women
norway,NM Cup,29,nm-cup
norway,"NM Cup, Women",1062,nm-cup-women
norway,"3rd Division, Group 1",11084,3rd-division-group-1
norway,"3rd Division, Group 2",11086,3rd-division-group-2
norway,"3rd Division, Group 3",11083,3rd-division-group-3
norway,"3rd Division, Group 4",11087,3rd-division-group-4
norway,"3rd Division, Group 5",11088,3rd-division-group-5
norway,"3rd Division, Group 6",11082,3rd-division-group-6
norway,Nasjonal U19 CL,21931,nasjonal-u19-cl
pakistan,Premier League,1137,premier-league
palestine,Gaza Strip Premier League,2142,gaza-strip-premier-league
palestine,West Bank League,2296,west-bank-league
palestine,Gaza Strip Cup,13471,gaza-strip-cup
palestine,West Bank Cup,13383,west-bank-cup
palestine,Gaza Strip Division 1,19535,gaza-strip-division-1
panama,"Liga Panameña de Fútbol, Apertura",11534,liga-panamena-de-futbol-apertura
panama,"Liga Panameña de Fútbol, Clausura",11533,liga-panamena-de-futbol-clausura
papua-new-guinea,National Soccer League,20718,national-soccer-league
paraguay,"Primera División, Apertura",11540,primera-division-apertura
paraguay,"Primera División, Clausura",11541,primera-division-clausura
paraguay,División Intermedia,1254,division-intermedia
paraguay,Copa Paraguay,13614,copa-paraguay
paraguay,"Primera División Reserve, Apertura",11564,primera-division-reserve-apertura
paraguay,"Primera División Reserve, Clausura",11563,primera-division-reserve-clausura
paraguay,Supercopa Paraguay,18415,supercopa-paraguay
paraguay,Nacional B,28144,nacional-b
paraguay,Paraguay Tercera Division,22759,paraguay-tercera-division
