playerName,playercountry,teamid
Germán Berterame,Mexico,1932
Roberto de la Rosa,Mexico,1932
Lucas Ocampos,Argentina,1932
Sergio Canales,Spain,1932
Jesús Corona,Mexico,1932
Óliver Torres,Spain,1932
Jorge Rodríguez,Argentina,1932
Fidel Ambríz,Mexico,1932
Iker Fimbres,Mexico,1932
Michell Rodríguez,Mexico,1932
Pedro Jair Ramírez Orta,Mexico,1932
Sergio Ramos,Spain,1932
Gerardo Arteaga,Mexico,1932
Stefan Medina,Colombia,1932
Héctor Moreno,Mexico,1932
Victor Guzmán,Mexico,1932
Carlos Salcedo,Mexico,1932
Érick Aguirre,Mexico,1932
Antonio Leone,Mexico,1932
Luis Reyes,Mexico,1932
Ricardo Chávez,Mexico,1932
César Bustos,Mexico,1932
Luis Sanchez,Mexico,1932
Santiago Mele,Uruguay,1932
Luis Cárdenas,Mexico,1932
Santiago Perez-Meraz,Mexico,1932
Allan Saint-Maximin,France,1939
Henry Martín,Mexico,1939
Víctor Dávila,Chile,1939
Rodrigo Aguirre,Uruguay,1939
Raúl Zúñiga,Colombia,1939
Javairô Dilrosun,Netherlands,1939
Brian Rodríguez,Uruguay,1939
Alejandro Zendejas,USA,1939
Álvaro Fidalgo,Spain,1939
Erick Sánchez,Mexico,1939
Jonathan Dos Santos,Mexico,1939
Isaías Violante,Mexico,1939
Alan Cervantes,Mexico,1939
Alexis Gutiérrez,Mexico,1939
Santiago Naveda,Mexico,1939
Osvaldo Arriaga,Mexico,1939
Cristián Borja,Colombia,1939
Sebastián Cáceres,Uruguay,1939
Igor Lichnovsky,Chile,1939
Israel Reyes,Mexico,1939
Kevin Álvarez,Mexico,1939
Ramón Juárez,Mexico,1939
Néstor Araujo,Mexico,1939
Emilio Lara,Mexico,1939
Dagoberto Espinoza,Mexico,1939
Miguel Vazquez,Mexico,1939
Ralph Orquin,Mexico,1939
Luis Malagón,Mexico,1939
Rodolfo Cota,Mexico,1939
Óscar Jiménez,Mexico,1939
Luka Romero,Argentina,1947
Mateusz Bogusz,Poland,1947
Ángel Sepúlveda,Mexico,1947
José Paradela,Argentina,1947
Gabriel Fernández,Uruguay,1947
Bryan Gamboa,Mexico,1947
Fernando Sámano,Mexico,1947
Carlos Rotondi,Argentina,1947
Carlos Rodríguez,Mexico,1947
José Rivero,Uruguay,1947
Lorenzo Faravelli,Argentina,1947
Amaury Morales,Mexico,1947
Jeremy Márquez,Mexico,1947
Andres Montaño,Mexico,1947
Amaury Garcia Moreno,Mexico,1947
Cristian Jiménez,Mexico,1947
Jorge Sánchez,Mexico,1947
Willer Ditta,Colombia,1947
Jesús Orozco,Mexico,1947
Erik Lira,Mexico,1947
Gonzalo Piovi,Argentina,1947
Omar Campos,Mexico,1947
Carlos Vargas,Mexico,1947
Raymundo Rubio,Mexico,1947
Kevin Mier,Colombia,1947
Emmanuel Ochoa,Mexico,1947
Andrés Gudiño,Mexico,1947
Ángel Correa,Argentina,1940
André-Pierre Gignac,France,1940
Uriel Antuna,Mexico,1940
Nicolás Ibáñez,Argentina,1940
Ozziel Herrera,Mexico,1940
Ivan López,Mexico,1940
Diego Lainez,Mexico,1940
Juan Brunetta,Argentina,1940
Marcelo Flores,Mexico,1940
Sebastián Córdova,Mexico,1940
Fernando Gorriarán,Uruguay,1940
Rômulo Zwarg,Brazil,1940
Eugenio Pizzuto,Mexico,1940
Juan Vigón,Mexico,1940
Bernardo Parra,Mexico,1940
Joaquim,Brazil,1940
Jesús Angulo,Mexico,1940
Javier Aquino,Mexico,1940
Juan José Purata,Mexico,1940
Jesus Garza,Mexico,1940
Marco Farfan,USA,1940
Rafael Guerrero,Mexico,1940
Vladimir Loroña,Mexico,1940
Osvaldo Rodríguez,Mexico,1940
Eduardo Tercero,Mexico,1940
Fernando Ordonez,Mexico,1940
Nahuel Guzmán,Argentina,1940
Fernando Tapia,Mexico,1940
Antonio Carrera,USA,1940
Carlos Rodríguez,Mexico,1940
Paulinho,Portugal,1931
Robert Morales,Paraguay,1931
Alek Álvarez,Mexico,1931
Oswaldo Virgen,Mexico,1931
Alexis Vega,Mexico,1931
Héctor Herrera,Mexico,1931
Helinho,Brazil,1931
Marcel Ruíz,Mexico,1931
Santiago Simón,Argentina,1931
Nicolás Castro,Argentina,1931
Jesús Ricardo Angulo,Mexico,1931
Franco Romero,Argentina,1931
Juan Dominguez,Mexico,1931
Fernando Arce Juárez,USA,1931
Bruno Méndez,Uruguay,1931
Luan Garcia,Brazil,1931
Jesús Gallardo,Mexico,1931
Federico Pereira,Uruguay,1931
Antonio Briseño,Mexico,1931
Diego Barbosa,Mexico,1931
Mauricio Andre Isais,Mexico,1931
Everardo López,Mexico,1931
Wanderson Barros de Sousa,Brazil,1931
Hugo Gonzalez,Mexico,1931
Luis García,Mexico,1931
Jose Estrada,Mexico,1931
Jhonder Cádiz,Venezuela,1936
Kenedy,Brazil,1936
Luis Quiñones,Colombia,1936
Illian Hernandez,Mexico,1936
Daniel Méndez,Guatemala,1936
Oussama Idrissi,Morocco,1936
William Carvalho,Portugal,1936
Elías Montiel,Mexico,1936
Víctor Guzmán,Mexico,1936
Alexei Domínguez,Mexico,1936
Gastón Togni,Argentina,1936
Javier López,Mexico,1936
Alan Bautista,Mexico,1936
Pedro Pedraza,Mexico,1936
Juan Sigala,Mexico,1936
Israel Luna,Mexico,1936
Ari Contreras,Mexico,1936
Sergio Rodríguez,Mexico,1936
Eduardo Bauermann,Brazil,1936
Daniel Aceves,Mexico,1936
Andres Micolta,Ecuador,1936
Sergio Barreto,Argentina,1936
Luís Rodríguez,Mexico,1936
Brian García,Mexico,1936
Carlos Sánchez,Mexico,1936
Jorge Berlanga,Mexico,1936
Carlos Moreno,Mexico,1936
Jose Eulogio,Mexico,1936
Shamar Nicholson,Jamaica,36525
Vitinho,Brazil,36525
Adonis Preciado,Ecuador,36525
Ramiro Árciga,Mexico,36525
Gilberto Mora,Mexico,36525
Kevin Castañeda,Mexico,36525
Frank Boya,Cameroon,36525
Domingo Blanco,Argentina,36525
Kevin Escamilla,Mexico,36525
Iván Tona,Mexico,36525
Joe Corona,USA,36525
Fernando Madrigal,Mexico,36525
Jackson Porozo,Ecuador,36525
Unai Bilbao,Spain,36525
Jesús Gómez,Mexico,36525
Rafael Fernández,Mexico,36525
Jesús Vega,Mexico,36525
Ramiro Franco,Mexico,36525
Aarón Mejía,Mexico,36525
Pablo Nicolás Ortíz,Mexico,36525
Francisco Contreras,Mexico,36525
Josué Reyes,Mexico,36525
David Osuna,Mexico,36525
Jesús Corona,Mexico,36525
Antonio Rodríguez,Mexico,36525
Jorge Hernández,Mexico,36525
Óscar Estupiñán,Colombia,201624
Angel Zaldívar,Mexico,201624
José Luis Rodríguez,Panama,201624
Rodolfo Pizarro,Mexico,201624
Diego Valoyes,Colombia,201624
Guilherme Castilho,Brazil,201624
Madson de Souza Silva,Brazil,201624
Raymundo Fulgencio,Mexico,201624
Ricardinho,Portugal,201624
Jairo Torres,Mexico,201624
Homer Martinez,Colombia,201624
Dieter Villalpando,Mexico,201624
Jonathan Gonzalez,Mexico,201624
Javier Salas,Mexico,201624
Francisco Nevarez,Mexico,201624
Moises Mosquera,Colombia,201624
Jesús Murillo,Colombia,201624
Denzell Garcia,Mexico,201624
Diego Ochoa,Mexico,201624
Alejandro Mayorga,Mexico,201624
Jose Garcia,Mexico,201624
Guillermo Ruiz,Spain,201624
Benny Díaz,Mexico,201624
Rogelio Funes Mori,Mexico,36534
José Alvarado,Mexico,36534
Ettson Ayón,Mexico,36534
Hector Uribe,Mexico,36534
James Rodríguez,Colombia,36534
Ismael Díaz,Panama,36534
Rodrigo Echeverría,Chile,36534
Emiliano Rigoni,Argentina,36534
Nicolas Fonseca,Uruguay,36534
Daniel Arcila,Colombia,36534
Fernando Beltrán,Mexico,36534
Jordi Cortizo,Mexico,36534
Emilio Rodriguez,Mexico,36534
Carlos Cisneros,Mexico,36534
Ángel Estrada,Mexico,36534
David Ramírez,Mexico,36534
Gael Garcia,Mexico,36534
Adonis Frías,Argentina,36534
Stiven Barreiro,Colombia,36534
Salvador Reyes,Mexico,36534
Valentin Gauthier,Uruguay,36534
Paolo Medina,Mexico,36534
Sebastián Santos,Mexico,36534
Iván Moreno,Mexico,36534
Paul Bellón,Mexico,36534
Óscar Villa,Mexico,36534
Diego Luna,Mexico,36534
Oscar García,Mexico,36534
Alfonso Blanco,Mexico,36534
Guillermo Martínez,Mexico,1933
José Juan Macías,Mexico,1933
Santiago López,Canada,1933
Misael Torres,Mexico,1933
Iker Jimenez Garcia,Mexico,1933
Piero Quispe,Peru,1933
Aaron Ramsey,Wales,1933
Pedro Vite,Ecuador,1933
Adalberto Carrasquilla,Panama,1933
Jorge Ruvalcaba,Mexico,1933
José Caicedo,Colombia,1933
Rodrigo Lopez,Mexico,1933
Santiago Trigos,Mexico,1933
Angel Jesus Rico Reyes,Mexico,1933
Ulises Rivas,Mexico,1933
Alan Medina,Mexico,1933
Álvaro Angulo,Colombia,1933
Nathan Silva,Brazil,1933
Rubén Duarte,Spain,1933
Pablo Monroy,Mexico,1933
Pablo Bennevendo,Mexico,1933
Emiliano Villaseñor,Mexico,1933
Keylor Navas,Costa Rica,1933
Rodrigo Parra,Mexico,1933
Pablo Lara,Mexico,1933
Miguel Paul,Mexico,1933
Bruno Barticciotto,Chile,1948
Anthony Lozano,Honduras,1948
Franco Fagúndez,Uruguay,1948
Jesús Ocejo,Mexico,1948
Jordan Carrillo,Mexico,1948
Ramiro Sordo,Argentina,1948
Cristián Dájome,Colombia,1948
Kevin Palacios,Colombia,1948
Aldo Lopez,Mexico,1948
Javier Güemez,Mexico,1948
Francisco Villalba,Spain,1948
Salvador Mariscal,Mexico,1948
Diego Medina,Mexico,1948
Bruno Amione,Argentina,1948
Kevin Balanta,Colombia,1948
Haret Ortega,Mexico,1948
Emmanuel Echeverría,Mexico,1948
José Abella,Mexico,1948
Edson Gutiérrez,Mexico,1948
Ronaldo Prieto,Mexico,1948
Hugo Rodríguez,Mexico,1948
Carlos Acevedo,Mexico,1948
Hector Holguin,Mexico,1948
Fábio Gomes,Brazil,1946
Nicolás Benedetti,Colombia,1946
Anderson Duarte,Uruguay,1946
Dudu,Brazil,1946
Omar Moreno,Mexico,1946
Anwar Ben Rhouma Torres,Mexico,1946
Yostin Valadez Arce,Mexico,1946
Gilberto Adame,Mexico,1946
Yoel Bárcenas,Panama,1946
Jordan Sierra,Ecuador,1946
Jefferson Intriago,Ecuador,1946
Sebastian Fierro,Mexico,1946
Alberto Herrera,Mexico,1946
Jesús Hernández,Mexico,1946
Mauro Laínez,Mexico,1946
Alan Torres,Mexico,1946
Jorge Luis García Rivas,Mexico,1946
Roberto Meraz,Mexico,1946
Facundo Almada,Argentina,1946
Lucas Merolla,Argentina,1946
José Joaquín Esquivel,Mexico,1946
Jair Díaz,Mexico,1946
Bryan Colula,Mexico,1946
Salvador Rodriguez,Mexico,1946
Angel Leyva,Mexico,1946
Christopher Castro,Mexico,1946
Zaleta Oropeza Zaleta,,1946
Brian Aguas,Mexico,1946
Ricardo Gutierrez,Mexico,1946
André Alcaraz,Mexico,1946
Ricardo Rodríguez,Mexico,1946
João Pedro Galvão,Italy,1950
Léo Bonatini,Brazil,1950
Yan Phillipe,Brazil,1950
José de Jesús González,Mexico,1950
Sebastian Martinez,,1950
Fidel Barajas,Mexico,1950
Mateo Klimowicz,Germany,1950
Rodrigo Dourado,Brazil,1950
Juan Manuel Sanabria,Uruguay,1950
Sébastien Salles-Lamonge,France,1950
Benjamín Galdames,Mexico,1950
Sebastián Pérez Bouquet,Mexico,1950
Luis Nájera,Mexico,1950
Jonantan Villal,Mexico,1950
Oscar Macías,Mexico,1950
Jahaziel Marchand,Mexico,1950
Miguel García Álvarez,Mexico,1950
Juanpe,Spain,1950
Javier Suárez,Venezuela,1950
Eduardo Águila,Mexico,1950
Julio César Domínguez,Mexico,1950
Román Torres,Mexico,1950
Aldo Cruz,Mexico,1950
Gabriel Martínez,Mexico,1950
Daniel Guillen,Mexico,1950
Jose Suarez,Mexico,1950
Roman Torres Acosta,Mexico,1950
Andrés Sánchez,Mexico,1950
Carlos Rodas,Mexico,1950
Gibran Lajud,Mexico,1950
Cesar Lopez,Mexico,1950
Carlos Ozuna,,1950
Uroš Đurđević,Montenegro,1949
Diego González,Paraguay,1949
Eduardo Aguirre,Mexico,1949
Matías Cóccaro,Uruguay,1949
Gustavo del Prete,Argentina,1949
Mauro Manotas,Colombia,1949
Arturo González,Mexico,1949
Mateo García,Argentina,1949
Aldo Rocha,Mexico,1949
Jose Rivaldo Lozano,Mexico,1949
Edyairth Ortega,Mexico,1949
Alonso Ramirez,Mexico,1949
Dória,Brazil,1949
Gustavo Ferrareis,Brazil,1949
Róber Pier,Spain,1949
Jorge Rodríguez,Mexico,1949
Gaddi Aguirre,Mexico,1949
Edgar Zaldívar,Mexico,1949
Carlos Orrantia,Mexico,1949
Carlos Robles,Mexico,1949
Camilo Vargas,Colombia,1949
César Ramos,Mexico,1949
Antonio Sánchez,Mexico,1949
Diber Cambindo,Colombia,1944
Tomás Badaloni,Argentina,1944
Ricardo Monreal,Mexico,1944
Rogelio Cortéz Pineda,Mexico,1944
Agustín Palavecino,Argentina,1944
Johan Rojas,Colombia,1944
Kevin Rosero,Colombia,1944
Raúl Sánchez,Spain,1944
Diego de Buen,Mexico,1944
Diego Gómez,Mexico,1944
Alejandro Andrade,Mexico,1944
Pavel Perez,,1944
Tomas Jacob,,1944
Cristian Calderón,Mexico,1944
Jesus Alcantar,Mexico,1944
Agustín Oliveros,Uruguay,1944
Alexis Peña,Mexico,1944
Emilio Martinez,Mexico,1944
Franco Rossano,Mexico,1944
Ezequiel Unsaín,Argentina,1944
Rodrigo Castañeda,Mexico,1944
Javier Hernández,Mexico,1938
Cade Cowell,USA,1938
Alan Pulido,Mexico,1938
Armando González,Mexico,1938
Yael Padilla,Mexico,1938
Teun Wilke,Mexico,1938
Roberto Alvarado,Mexico,1938
Érick Gutiérrez,Mexico,1938
Efrain Alvarez,Mexico,1938
Luis Romo,Mexico,1938
Omar Govea,Mexico,1938
Isaac Brizuela,Mexico,1938
Fernando González,Mexico,1938
Diego Campillo,Mexico,1938
Richard Ledezma,USA,1938
Bryan González,Mexico,1938
Alan Mozo,Mexico,1938
Gilberto Sepúlveda,Mexico,1938
José Castillo,Mexico,1938
Miguel Tapias,Mexico,1938
Leonardo Sepulveda,Mexico,1938
Luis Olivas,Mexico,1938
Miguel Gómez,Mexico,1938
Raúl Rangel,Mexico,1938
Óscar Whalley,Spain,1938
Eduardo García,Mexico,1938
Ali Ávila,Mexico,1951
Bruce El-mesmari,Mexico,1951
Luis Gutierrez,Mexico,1951
Daniel López,Mexico,1951
Jesus Hernandez,,1951
Santiago Homenchenko,Uruguay,1951
Jhojan Julio,Ecuador,1951
Lucas Rodríguez,Argentina,1951
Pablo Barrera,Mexico,1951
Rodrigo Bogarín,Paraguay,1951
Fernando Valenzuela,Argentina,1951
Federico Lértora,Argentina,1951
Ángel Zapata,Mexico,1951
Carlo Adriano García,Spain,1951
Eduardo Armenta,Mexico,1951
Edson Partida,Mexico,1951
Fernando Gonzalez,Mexico,1951
Diego Reyes,Mexico,1951
Jonathan Perlaza,Ecuador,1951
Francisco Venegas,Mexico,1951
Omar Mendoza,Mexico,1951
Jesús Piñuelas,Mexico,1951
Oscar Manzanares,Mexico,1951
Jaime Gomez,Mexico,1951
Carlos Villanueva,Mexico,1951
Alan Velez Ramirez,Mexico,1951
José Hernández,Mexico,1951
Guillermo Allison,Mexico,1951
Emiliano Gómez,Uruguay,1941
Ricardo Marín,Mexico,1941
Esteban Lozano,Mexico,1941
Lucas Cavallini,Canada,1941
Walter Portales,USA,1941
Ángelo Araos,Chile,1941
Edgar Guerra,Colombia,1941
Miguel Ramírez,Mexico,1941
Owen González,Mexico,1941
Ariel Gamarra,Paraguay,1941
Franco Moyano,Argentina,1941
Bryan Garnica,Mexico,1941
Raúl Castillo,Mexico,1941
Alejandro Organista,Mexico,1941
Ángel Robles,Mexico,1941
Carlos Baltazar,Mexico,1941
Fernando Monarrez,Mexico,1941
Joan Marko Nungaray De La Parra,Mexico,1941
Nicolás Díaz,Chile,1941
Jesús Rivas,Mexico,1941
Iker Moreno,Mexico,1941
Efrain Orona,Mexico,1941
Juan Fedorco,Argentina,1941
Luis Rey,Mexico,1941
Julio González,Mexico,1941
Jesús Rodríguez,Mexico,1941
Juan Pablo Gomez,Mexico,1941
Florian Wirtz,Germany,44
Hugo Ekitiké,France,44
Alexander Isak,Sweden,44
Federico Chiesa,Italy,44
Rio Ngumoha,England,44
Mohamed Salah,Egypt,44
Alexis Mac Allister,Argentina,44
Dominik Szoboszlai,Hungary,44
Cody Gakpo,Netherlands,44
Jeremie Frimpong,Netherlands,44
Ryan Gravenberch,Netherlands,44
Wataru Endo,Japan,44
Curtis Jones,England,44
Stefan Bajčetić,Spain,44
Trey Nyoni,England,44
Virgil van Dijk,Netherlands,44
Ibrahima Konaté,France,44
Andrew Robertson,Scotland,44
Miloš Kerkez,Hungary,44
Conor Bradley,Northern Ireland,44
Joe Gomez,England,44
Giovanni Leoni,Italy,44
Rhys Williams,England,44
Calvin Ramsay,Scotland,44
Alisson,Brazil,44
Giorgi Mamardashvili,Georgia,44
Ármin Pécsi,Hungary,44
Freddie Woodman,England,44
Alejandro Garnacho,Argentina,38
João Pedro,Brazil,38
Raheem Sterling,England,38
Marc Guiu,Spain,38
Liam Delap,England,38
David Datro Fofana,Côte d&apos;Ivoire,38
Cole Palmer,England,38
Enzo Fernández,Argentina,38
Estêvão Willian,Brazil,38
Moisés Caicedo,Ecuador,38
Mykhaylo Mudryk,Ukraine,38
Pedro Neto,Portugal,38
Andrey Santos,Brazil,38
Jamie Gittens,England,38
Roméo Lavia,Belgium,38
Facundo Buonanotte,Argentina,38
Tyrique George,England,38
Dário Essugo,Portugal,38
Reggie Walsh,England,38
Reece James,England,38
Marc Cucurella,Spain,38
Malo Gusto,France,38
Levi Colwill,England,38
Wesley Fofana,France,38
Jorrel Hato,Netherlands,38
Trevoh Chalobah,England,38
Josh Acheampong,England,38
Benoît Badiashile,France,38
Tosin Adarabioyo,England,38
Axel Disasi,France,38
Robert Sánchez,Spain,38
Filip Jørgensen,Denmark,38
Gabriel Słonina,USA,38
Bukayo Saka,England,42
Viktor Gyökeres,Sweden,42
Gabriel Jesus,Brazil,42
Kai Havertz,Germany,42
Gabriel Martinelli,Brazil,42
Eberechi Eze,England,42
Leandro Trossard,Belgium,42
Martin Ødegaard,Norway,42
Declan Rice,England,42
Noni Madueke,England,42
Ethan Nwaneri,England,42
Mikel Merino,Spain,42
Martín Zubimendi,Spain,42
Max Dowman,England,42
Christian Nørgaard,Denmark,42
William Saliba,France,42
Gabriel Magalhães,Brazil,42
Riccardo Calafiori,Italy,42
Jurriën Timber,Netherlands,42
Piero Hincapié,Ecuador,42
Myles Lewis-Skelly,England,42
Ben White,England,42
Cristhian Mosquera,Spain,42
Kepa Arrizabalaga,Spain,42
David Raya,Spain,42
Richarlison,Brazil,33
Randal Kolo Muani,France,33
Mathys Tel,France,33
Dominic Solanke,England,33
Brennan Johnson,Wales,33
Wilson Odobert,France,33
Dane Scarlett,England,33
Mohammed Kudus,Ghana,33
Xavi Simons,Netherlands,33
Pape Matar Sarr,Senegal,33
James Maddison,England,33
João Palhinha,Portugal,33
Dejan Kulusevski,Sweden,33
Yves Bissouma,Mali,33
Rodrigo Bentancur,Uruguay,33
Lucas Bergvall,Sweden,33
Cristian Romero,Argentina,33
Radu Drăguşin,Romania,33
Pedro Porro,Spain,33
Micky van de Ven,Netherlands,33
Destiny Udogie,Italy,33
Archie Gray,England,33
Djed Spence,England,33
Kevin Danso,Austria,33
Ben Davies,Wales,33
Kota Takai,Japan,33
Jun&apos;ai Byfield,England,33
Guglielmo Vicario,Italy,33
Antonín Kinský,Czechia,33
Brandon Austin,England,33
Thierno Barry,France,48
Beto,Guinea-Bissau,48
Jack Grealish,England,48
Iliman Ndiaye,Senegal,48
Idrissa Gueye,Senegal,48
Kiernan Dewsbury-Hall,England,48
Carlos Alcaraz,Argentina,48
Tyler Dibling,England,48
Dwight McNeil,England,48
James Garner,England,48
Tim Iroegbunam,England,48
Merlin Röhl,Germany,48
Adam Aznou,Morocco,48
Vitaliy Mykolenko,Ukraine,48
Jarrad Branthwaite,England,48
James Tarkowski,England,48
Jake O&apos;Brien,Ireland,48
Séamus Coleman,Ireland,48
Michael Keane,England,48
Nathan Patterson,Scotland,48
Jordan Pickford,England,48
Mark Travers,Ireland,48
Tom King,Wales,48
Harry Tyrer,England,48
Bertrand Traoré,Burkina Faso,41
Brian Brobbey,Netherlands,41
Eliezer Mayenda,Spain,41
Wilson Isidor,France,41
Nazariy Rusyn,Ukraine,41
Romaine Mundle,England,41
Ahmed Abdullahi,Nigeria,41
Simon Adingra,Côte d&apos;Ivoire,41
Granit Xhaka,Switzerland,41
Chemsdine Talbi,Morocco,41
Noah Sadiki,DR Congo,41
Habib Diarra,Senegal,41
Enzo Le Fée,France,41
Chris Rigg,England,41
Ian Carlo Poveda,Colombia,41
Milan Aleksić,Serbia,41
Dan Neil,England,41
Abdoullah Ba,France,41
Jay Matete,England,41
Harrison Jones,England,41
Jaydon Jones,England,41
Jack Whittaker,England,41
Arthur Masuaku,DR Congo,41
Reinildo Mandava,Mozambique,41
Nordi Mukiele,France,41
Daniel Ballard,Northern Ireland,41
Omar Alderete,Paraguay,41
Lutsharel Geertruida,Netherlands,41
Dennis Cirkin,England,41
Trai Hume,Northern Ireland,41
Timothee Pembele,France,41
Luke O&apos;Nien,England,41
Leo Fuhr Hjelde,Norway,41
Ajibola-Joshua Alese,England,41
Joseph Anderson,England,41
Zak Johnson,England,41
Jenson Jones,England,41
Robin Roefs,Netherlands,41
Anthony Patterson,England,41
Blondy Nna Noukeu,Cameroon,41
Simon Moore,England,41
Amine Adli,Morocco,60
Evanilson,Brazil,60
Enes Ünal,Türkiye,60
Eli Junior Kroupi,France,60
Antoine Semenyo,Ghana,60
Ben Doak,Scotland,60
Justin Kluivert,Netherlands,60
Tyler Adams,USA,60
Alex Scott,England,60
Marcus Tavernier,England,60
Adrien Truffert,France,60
Ryan Christie,Scotland,60
Romain Faivre,France,60
David Brooks,Wales,60
Lewis Cook,England,60
Julián Araujo,Mexico,60
Álex Jiménez,Spain,60
Marcos Senesi,Argentina,60
Julio Soler,Argentina,60
Bafodé Diakité,France,60
Veljko Milosavljević,Serbia,60
Adam Smith,England,60
James Hill,England,60
Matai Akinmboni,USA,60
Owen Bevan,Wales,60
Harold William,England,60
Đorđe Petrović,Serbia,60
Will Dennis,England,60
Callan McKenna,Scotland,60
Ismaïla Sarr,Senegal,7
Edward Nketiah,England,7
Jean-Philippe Mateta,France,7
Christantus Uche,Nigeria,7
Asher Agbinone,England,7
Daniel Muñoz,Colombia,7
Daichi Kamada,Japan,7
Jefferson Lerma,Colombia,7
Yéremy Pino,Spain,7
Borna Sosa,Croatia,7
Adam Wharton,England,7
Cheick Doucouré,Mali,7
Tyrick Mitchell,England,7
Will Hughes,England,7
Romain Esse,England,7
Justin Devenny,Northern Ireland,7
Naouirou Ahamada,France,7
Kaden Rodney,England,7
Rio Cardines,Trinidad and Tobago,7
Chadi Riad,Morocco,7
Marc Guéhi,England,7
Maxence Lacroix,France,7
Chris Richards,USA,7
Nathaniel Clyne,England,7
Jaydee Canvot,France,7
Caleb Kporha,England,7
Dean Henderson,England,7
Walter Benítez,Argentina,7
Remi Matthews,England,7
Amad Diallo,Côte d&apos;Ivoire,35
Benjamin Šeško,Slovenia,35
Matheus Cunha,Brazil,35
Joshua Zirkzee,Netherlands,35
Chido Obi-Martin,Denmark,35
Bruno Fernandes,Portugal,35
Casemiro,Brazil,35
Kobbie Mainoo,England,35
Bryan Mbeumo,Cameroon,35
Mason Mount,England,35
Manuel Ugarte,Uruguay,35
Patrick Dorgu,Denmark,35
Bendito Mantato,England,35
Lisandro Martínez,Argentina,35
Noussair Mazraoui,Morocco,35
Matthijs de Ligt,Netherlands,35
Harry Maguire,England,35
Diogo Dalot,Portugal,35
Leny Yoro,France,35
Luke Shaw,England,35
Tyrell Malacia,Netherlands,35
Diego León,Paraguay,35
Ayden Heaven,England,35
Tyler Fredricson,England,35
André Onana,Cameroon,35
Altay Bayındır,Türkiye,35
Tom Heaton,England,35
Senne Lammens,Belgium,35
Igor Jesus,Brazil,14
Chris Wood,New Zealand,14
Taiwo Awoniyi,Nigeria,14
Arnaud Kalimuendo,France,14
Jota Silva,Portugal,14
Douglas Luiz,Brazil,14
James McAtee,England,14
Ibrahim Sangaré,Côte d&apos;Ivoire,14
Callum Hudson-Odoi,England,14
Morgan Gibbs-White,England,14
Dan Ndoye,Switzerland,14
Omari Hutchinson,England,14
Nicolás Domínguez,Argentina,14
Elliot Anderson,England,14
Dilane Bakwa,France,14
Ryan Yates,England,14
Oleksandr Zinchenko,Ukraine,14
Murillo,Brazil,14
Nikola Milenković,Serbia,14
Ola Aina,Nigeria,14
Neco Williams,Wales,14
Jair,Brazil,14
Nicolò Savona,Italy,14
Morato,Brazil,14
Cuiabano,Brazil,14
Willy Boly,Côte d&apos;Ivoire,14
Zach Abbott,England,14
Matz Sels,Belgium,14
John Victor,Brazil,14
Angus Gunn,Scotland,14
Stefanos Tzimas,Greece,30
Danny Welbeck,England,30
Kaoru Mitoma,Japan,30
Carlos Baleba,Cameroon,30
Yankuba Minteh,Gambia,30
Charalampos Kostoulas,Greece,30
Diego Gómez,Paraguay,30
Georginio Rutter,France,30
James Milner,England,30
Brajan Gruda,Germany,30
Mats Wieffer,Netherlands,30
Yasin Ayari,Sweden,30
Solly March,England,30
Tom Watson,England,30
Harry Howell,England,30
Ferdi Kadıoğlu,Türkiye,30
Maxim De Cuyper,Belgium,30
Jan Paul van Hecke,Netherlands,30
Lewis Dunk,England,30
Jack Hinshelwood,England,30
Diego Coppola,Italy,30
Joël Veltman,Netherlands,30
Olivier Boscagli,France,30
Adam Webster,England,30
Freddie Simmonds,England,30
Bart Verbruggen,Netherlands,30
Jason Steele,England,30
Tom McGill,Canada,30
Noah Okafor,Switzerland,34
Dominic Calvert-Lewin,England,34
Lukas Nmecha,Germany,34
Joël Piroe,Netherlands,34
Daniel James,Wales,34
Ao Tanaka,Japan,34
Wilfried Gnonto,Italy,34
Brenden Aaronson,USA,34
Ilia Gruev,Bulgaria,34
Sean Longstaff,England,34
Jack Harrison,England,34
Anton Stach,Germany,34
Sam Chambers,Scotland,34
Rhys Alexander Chadwick,England,34
Jaka Bijol,Slovenia,34
Ethan Ampadu,Wales,34
Pascal Struijk,Netherlands,34
James Justin,England,34
Gabriel Gudmundsson,Sweden,34
Joe Rodon,Wales,34
Sebastiaan Bornauw,Belgium,34
Jayden Bogle,England,34
Sam Byram,England,34
Lucas Perri,Brazil,34
Illan Meslier,France,34
Karl Darlow,Wales,34
Alex Cairns,England,34
Erling Haaland,Norway,17
Omar Marmoush,Egypt,17
Phil Foden,England,17
Rodri,Spain,17
Bernardo Silva,Portugal,17
İlkay Gündoğan,Germany,17
Jérémy Doku,Belgium,17
Savinho,Brazil,17
Mateo Kovačić,Croatia,17
Rayan Cherki,France,17
Tijjani Reijnders,Netherlands,17
Rayan Aït-Nouri,Algeria,17
Matheus Nunes,Portugal,17
Oscar Bobb,Norway,17
Nico González,Spain,17
Nico O&apos;Reilly,England,17
Kalvin Phillips,England,17
Joško Gvardiol,Croatia,17
Abdukodir Khusanov,Uzbekistan,17
Rúben Dias,Portugal,17
John Stones,England,17
Nathan Aké,Netherlands,17
Rico Lewis,England,17
Josh Wilson-Esbrand,England,17
Gianluigi Donnarumma,Italy,17
