,slug_country,tournament,id,slug_torn
474,canada,Canadian Soccer League,482,canadian-soccer-league
475,canada,Canadian Championship,9230,canadian-championship
476,canada,League1 Alberta,22002,league1-alberta
477,canada,League1 BC,20311,league1-bc
478,canada,Ligue1 Québec,20342,ligue1-quebec
479,canada,League1 Ontario Premier,20370,league1-ontario-premier
480,canada,League1 Ontario Championship,22001,league1-ontario-championship
481,canada,League1 Ontario Cup,22249,league1-ontario-cup
482,canada,"Ligue1 Québec, Women",27052,ligue1-quebec-women
483,canada,Ligue2 Québec,25635,ligue2-quebec
484,canada,Ligue3 Québec,25736,ligue3-quebec
485,canada,Northern Super League,26135,northern-super-league
486,canada,Pacific Coast Soccer League,26764,pacific-coast-soccer-league
487,cape-verde,Campeonato Nacional,18728,campeonato-nacional
488,cayman-islands,CIFA Premier League,21826,cifa-premier-league
489,chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena
490,chad,Deuxième Division de N’Djaména,22107,deuxieme-division-de-n-djamena
491,chad,Championnat d’Honneur U17,26159,championnat-d-honneur-u17
492,chile,Segunda División,18834,segunda-division
493,chile,Liga de Primera,11653,primera-division
494,chile,Liga de Ascenso,1240,primera-b
495,chile,Copa Chile,1221,copa-chile
496,chile,Supercopa de Chile,1309,supercopa-de-chile
497,chile,Campeonato Nacional Formativo - Proyección,22430,campeonato-nacional-formativo-proyeccion
498,chile,Campeonato Nacional Formativo - Sub 18,22431,campeonato-nacional-formativo-sub-18
499,chile,Chile Primera Division Women,22003,primera-division-women
500,chile,Copa Futuro Sub-20,26509,copa-futuro-sub-20
501,china,Chinese Super League,649,cfa-super-league
502,china,Chinese League 1,782,cfa-china-league
503,china,Chinese League 2,10381,cfa-division-two-league
504,china,CFA Cup,882,cfa-cup
505,china,CFA Super Cup,3079,cfa-super-cup
506,china,CFA Women's Super League,10580,cfa-womens-super-league
507,china,National Games of China U20,27074,national-games-of-china-u20
508,chinese-taipei,Mulan Football League,22252,mulan-football-league
509,chinese-taipei,Taiwan Football Premier League,22256,taiwan-football-premier-league
510,chinese-taipei,President Cup,26918,president-cup
511,chinese-taipei,Taiwan Cup Women,27329,taiwan-cup-women
512,colombia,"Primera A, Apertura",11539,primera-a-apertura
513,colombia,"Primera A, Finalización",11536,primera-a-clausura
514,colombia,Categoría Primera B,1238,primera-b
515,colombia,Copa Colombia,1335,copa-colombia
516,colombia,Superliga de Colombia,10756,superliga-de-colombia
517,colombia,Colombian Women's Football League,18555,liga-femenina
518,colombia,Torneo Dimenor U20,25286,torneo-dimenor-u20
519,colombia,Liga LFA Gane Betplay,25478,liga-lfa-gane-betplay
520,colombia,Ascenso LFA Gane Betplay,25479,ascenso-lfa-gane-betplay
521,colombia,Promoción LFA Gane Betplay,25480,promocion-lfa-gane-betplay
522,colombia,Liga Master LFA PRO,25481,liga-master-lfa-pro
523,colombia,Primera C,26947,primera-c
524,comoros,Comoros Premier League,21979,comoros-premier-league
525,congo-republic,Congo Ligue 1,10784,premier-league
526,cook-islands,Round Cup,21537,round-cup
527,costa-rica,"Primera División, Apertura",11535,primera-division-apertura
528,costa-rica,"Primera División, Clausura",11542,primera-division-clausura
529,costa-rica,"Liga de Ascenso, Apertura",11671,liga-de-ascenso-apertura
530,costa-rica,"Liga de Ascenso, Clausura",11672,liga-de-ascenso-clausura
531,costa-rica,Copa Costa Rica,21305,copa-costa-rica
532,costa-rica,Costa Rican Supercup,22975,costa-rican-supercup
533,costa-rica,"Primera División, Women",22135,primera-division-women
534,costa-rica,Recopa,28021,recopa
535,croatia,HNL,170,hnl
536,croatia,Hrvatski nogometni kup,307,croatian-cup
537,croatia,1. NL,724,1-nl
538,croatia,2. NL,19122,2-nl
539,croatia,3. NL - Centar,19132,3-nl-centar
540,croatia,3. NL - Istok,19114,3-nl-istok
541,croatia,3. NL - Jug,19124,3-nl-jug
542,croatia,3. NL - Sjever,19051,3-nl-sjever
543,croatia,3. NL - Zapad,19115,3-nl-zapad
544,croatia,Croatian Super Cup,800,croatian-super-cup
545,croatia,1. HNLŽ,17212,1-hnlz
546,croatia,Prva NL Juniori,19318,prva-nl-juniori
547,croatia,Croatian Women's Football Cup,21662,croatian-womens-football-cup
548,croatia,Croatia U19 Cup,25487,croatia-u19-cup
549,croatia,U19 Prva NL Juniori,28307,u19-prva-nl-juniori
550,curacao,Promé Divishon,16704,prome-divishon
551,cyprus,Cyprus League by Stoiximan,171,1-division
552,cyprus,Cypriot 2nd Division,692,2-division
553,cyprus,Cypriot Third Division,1460,3-division
554,cyprus,Cyprus Cup,315,cyprus-cup
555,cyprus,Cypriot Super Cup,550,cypriot-super-cup
556,cyprus,4. Division,22372,4-division
557,cyprus,Cypriot Women's First Division,23491,cypriot-womens-first-division
558,cyprus,Cyprus Cup 3rd & 4th Division,22508,cyprus-cup-3rd-and-4th-division
559,cyprus,Protathlima Entaxis STOK,22650,protathlima-entaxis-stok
560,denmark,Danish Superliga,39,superliga
561,denmark,Betinia Liga,47,1st-division
562,denmark,CampoBet 2 Division,65,2nd-division
563,denmark,CampoBet 3 Division,17072,3rd-division
564,denmark,Oddset Pokalen,76,oddset-pokalen
565,denmark,Gjensidige Kvindeliga,9412,gjensidige-kvindeliga
566,denmark,Denmark U19 League,23040,u19-drenge-ligaen
567,denmark,Danish Women's 1st Division,28169,b-liga-women
568,dominica,DFA Premier League,25788,dfa-premier-league
569,dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol
570,dominican-republic,Copa de la LDF,24499,copa-de-la-ldf
571,dominican-republic,LDF 2da División Expansión,22161,ldf-2da-division-expansion
572,dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1
573,dr-congo,Coupe du Congo,26796,coupe-du-congo
574,ecuador,LigaPro Serie A,240,ligapro-serie-a
575,ecuador,LigaPro Serie B,10240,ligapro-serie-b
576,ecuador,Copa Ecuador,13684,copa-ecuador
577,ecuador,Supercopa Ecuador,14660,super-copa
578,ecuador,Ecuador Superliga Femenina,26132,superliga-women
579,egypt,Egyptian Premier League,808,premier-league
580,egypt,Egypt Cup,2305,egypt-cup
581,egypt,Egyptian Supercup,14688,super-cup
582,egypt,Egyptian Second Division A,10536,egyptian-second-division-a
583,egypt,Egyptian League Cup,18491,egyptian-league-cup
584,egypt,"Premier League, Women",24365,premier-league-women
585,el-salvador,"Primera División, Apertura",11537,primera-division-apertura
586,el-salvador,"Primera División, Clausura",11532,primera-division-clausura
587,el-salvador,"Primera División, Reserves, Apertura",18919,primera-division-reserves-apertura
588,el-salvador,"Primera División, Reserves, Clausura",18523,primera-division-reserves-clausura
589,el-salvador,Segunda División,19969,segunda-division
590,estonia,Premium Liiga,178,premium-liiga
591,estonia,Esiliiga,678,esiliiga
592,estonia,Esiliiga B,19886,esiliiga-b
593,estonia,Eesti Superkarikas,356,eesti-superkarikas
594,estonia,Eesti Karikas,731,eesti-karikas
595,estonia,Meistriliiga Women,10510,meistriliiga-women
596,estonia,II Liiga,20426,ii-liiga
597,estonia,III Liiga,21261,iii-liiga
598,estonia,IV Liiga,21532,iv-liiga
599,estonia,Väikesed karikavõistlused,22195,vaikesed-karikavoistlused
600,estonia,U19 Eliitliiga Meistriliiga,24718,u19-eliitliiga-meistriliiga
601,estonia,U19 Eliitliiga Esiliiga,26906,u19-eliitliiga-esiliiga
602,ethiopia,Ethiopian Premier League,16601,premier-league
603,ethiopia,Ethiopian Higher League,22244,ethiopian-higher-league
604,ethiopia,Ethiopian U20 Premier League,27071,ethiopian-u20-premier-league
605,ethiopia,Ethiopian Women’s Premier League,22580,ethiopian-women-s-premier-league
606,faroe-islands,Faroe Islands Premier League,673,premier-league
607,faroe-islands,Faroe Islands 1. Deild,674,1-deild
608,faroe-islands,Faroe Islands 2. Deild,24914,2-deild
609,faroe-islands,Faroe Islands Cup,779,faroe-islands-cup
610,faroe-islands,Faroe Islands Premier League Women,25281,faroe-islands-premier-league-women
611,faroe-islands,Faroe Islands Super Cup,25302,faroe-islands-super-cup
612,fiji,Digicel Premier League,16437,digicel-premier-league
613,fiji,Champion vs Champion,21929,champion-vs-champion
614,finland,Veikkausliiga,41,veikkausliiga
615,finland,Ykkösliiga,55,ykkosliiga
616,finland,Ykkönen,22020,ykkonen
617,finland,"Kakkonen, Group A",179,kakkonen-group-a
618,finland,"Kakkonen, Group B",180,kakkonen-group-b
619,finland,"Kakkonen, Group C",181,kakkonen-group-c
620,finland,Suomen Cup,220,suomen-cup
621,finland,Liigacup,83,liigacup
622,finland,Kansallinen Liiga,1662,kansallinen-liiga
623,finland,Ykkösliigacup,21927,ykkosliigacup
624,finland,Kolmonen,25914,kolmonen
625,finland,Kansallinen Ykkönen,25991,kansallinen-ykkonen
626,finland,"Suomen Cup, Women",27939,suomen-cup-women
627,finland,U20 SM,27944,u20-sm
628,french-guiana,Regional 1,16733,honor-division
629,french-guiana,Regional 2,25247,regional-2-francuska
630,french-guiana,Regional 3,25248,regional-3-francuska
631,gabon,National Foot 1,18878,national-foot-1
632,gambia,GFF First Division,16610,gff-first-division
633,gambia,GFF Second Division,16638,gff-second-division
634,georgia,Erovnuli Liga,704,erovnuli-liga
635,georgia,Erovnuli Liga 2,726,erovnuli-liga-2
636,georgia,Liga 3,16789,liga-3
637,georgia,Liga 4,17027,liga-4
638,georgia,Georgian Cup,729,georgian-cup
639,georgia,Georgian Super Cup,766,georgian-super-cup
640,georgia,Georgia Regional League,22586,georgia-regional-league
641,ghana,Ghana Premier League,1191,ghana-premier-league
642,ghana,Access Bank Division One,19752,access-bank-division-one
643,ghana,Ghana FA Cup,2303,fa-cup
644,ghana,BARFA Division Two,22167,barfa-division-two
645,ghana,BARFA Division 2 Middle League,22512,barfa-division-2-middle-league
646,ghana,CRFA Division Two,21782,crfa-division-two
647,ghana,ERFA Division Two,21798,erfa-division-two
648,ghana,GARFA Division Two,22197,garfa-division-two
649,ghana,GAED Division 3,22077,gaed-division-3
650,ghana,GEDFA Division 3,21852,gedfa-division-3
651,ghana,Mfantseman Division 3,21887,mfantseman-division-3
652,ghana,ML Foundation Division 3,22364,ml-foundation-division-3
653,ghana,BARFA Women's Division 1,22361,barfa-womens-division-1
654,ghana,BARFA Cup,22368,barfa-cup
655,ghana,ASHDFA Division 3,24045,ashdfa-division-3
656,ghana,CCMFA Third Division League,24374,ccmfa-third-division-league
657,ghana,Tano Annual Tournament,24377,tano-annual-tournament
658,ghana,Ga North Division 3,24380,ga-north-division-3
659,ghana,AEED Division 3,25390,crfa-division-three
660,ghana,ERFA Women's Division One League,24632,erfa-womens-division-one-league
661,ghana,ARFA Division Two,25846,arfa-division-two
662,ghana,Afriskaut BARFA U19 Regional Cup,26274,barfa-u19-regional-cup
663,ghana,ERFA Division Three,27508,erfa-division-three
664,ghana,President's Cup,27799,presidents-cup
665,gibraltar,Gibraltar Football League,1542,football-league
666,gibraltar,Pepe Reyes Cup,28472,pepe-reyes-cup
667,gibraltar,Rock Cup,19931,rock-cup
668,greece,Stoiximan Super League,185,stoiximan-super-league
669,greece,Super League 2,186,super-league-2
670,greece,Gamma Ethniki,20862,gamma-ethniki
671,greece,Greek Football Cup,375,greek-cup-betsson
672,greece,Greece Women's Football League,10609,super-league-women
673,greece,Greece Women's Football Second Division,24160,greece-womens-football-second-division
674,greece,U19 Super League,11414,u19-super-league
675,greece,U19 Super League 2,24195,u19-super-league-2
676,greece,Greece U19 Cup,25529,greece-u19-cup
677,greece,Super League 2 Super Cup,26482,super-league-2-super-cup
678,greenland,GrønlandsBANKEN GM,22632,gronlandsbanken-gm
679,grenada,Premier League,16948,premier-league
680,guadeloupe,Régionale 1,19945,regionale-1
681,guadeloupe,Régionale 2,21490,regionale-2
682,guadeloupe,Régionale 3,21804,regionale-3
683,guadeloupe,Coupe de France - Guadeloupe Zone,21491,coupe-de-france-guadeloupe-zone
684,guadeloupe,Coupe de Guadeloupe,21840,coupe-de-guadeloupe
685,guam,Budweiser G-League,20210,budweiser-g-league
686,guatemala,"Liga Guate Banrural, Apertura",11619,liga-guate-banrural-apertura
687,guatemala,"Liga Guate Banrural, Clausura",11615,liga-guate-banrural-clausura
688,guatemala,Primera División,19949,primera-division
689,guatemala,Segunda División,20009,segunda-division
690,guatemala,Primera Division,28165,primera-division
691,guinea,Ligue 1,18477,ligue-1
692,honduras,"Liga Hondubet de Honduras, Apertura",11613,liga-betcris-de-honduras-apertura
693,honduras,"Liga Betcris de Honduras, Clausura",11614,liga-betcris-de-honduras-clausura
694,honduras,Liga de Ascenso,23153,liga-de-ascenso
695,honduras,Liga de Ascenso,24794,liga-de-ascenso
696,honduras,Honduras Reserve League,25621,honduras-reserve-league
697,hong-kong,Hong Kong Premier League,947,premier-league
698,hong-kong,Hong Kong 1st Division,10526,division-1
699,hong-kong,Hong Kong FA Cup,10291,fa-cup
700,hong-kong,Hong Kong 2nd Division,24249,hong-kong-2nd-division
701,hong-kong,Hong Kong Premier League U22,24114,hkpl-u22
702,hong-kong,Hong Kong Sapling Cup,24399,hong-kong-sapling-cup
703,hong-kong,Hong Kong U22 Cup,26496,hong-kong-u22-cup
704,hungary,Fizz Liga,187,nb-i
705,hungary,NB II,1339,nb-ii
706,hungary,NB III Kelet,16676,nb-iii-kelet
707,hungary,NB III Közép,16679,nb-iii-kozep
708,hungary,NB III Nyugat,16682,nb-iii-nyugat
709,hungary,Magyar Kupa,305,magyar-kupa
710,hungary,NB I Women,10518,nb-i-women
711,hungary,Hungary U19 1st Division,23275,hungary-u19-1st-division
712,hungary,MLSZ Országos U17 Kiemelt,26504,mlsz-orszagos-u17-kiemelt
713,hungary,MLSZ Országos U19 Alap,26538,mlsz-orszagos-u19-alap
714,hungary,NB III,28095,nb-iii
715,iceland,Besta deild karla,188,besta-deild-karla
716,iceland,1. deild,675,1-deild
717,iceland,2. deild,10309,2-deild
718,iceland,3. deild,13578,3-deild
719,iceland,Icelandic Super Cup,786,icelandic-super-cup
720,iceland,Icelandic Men's Football Cup,504,icelandic-mens-football-cup
721,iceland,Icelandic Men's Football League Cup A,2056,league-cup-a
722,iceland,Icelandic Men's Football League Cup B,25033,icelandic-mens-football-league-cup-b
723,iceland,Icelandic Men's Football League Cup C,25125,icelandic-mens-football-league-cup-c
724,iceland,"Urvalsdeild, Women",10307,urvalsdeild-women
725,iceland,1. deild Women,10496,1-deild-women
726,iceland,2. Deild Women,23033,2-deild-women
727,iceland,Icelandic Women's Football Super Cup,13497,icelandic-womens-football-super-cup
728,iceland,Icelandic Women's Football Cup,11211,icelandic-womens-football-cup
729,iceland,Icelandic Women's Football League Cup A,13332,league-cup-a-women
730,iceland,Reykjavík Cup,21889,reykjavik-cup
731,iceland,4. deild,26124,4-deild
732,iceland,Fotbolti.net Cup,27528,fotboltinet-cup
733,iceland,Iceland U19 League A,25159,iceland-u19-league-a
734,india,Indian Super League,1900,indian-super-league
735,india,I-League,848,i-league
736,india,I-League 2,21882,i-league-2
737,india,I-League 3,23521,i-league-3
738,india,Super Cup India,11058,super-cup-india
739,india,Durand Cup,20809,durand-cup
740,india,Calcutta Premier Division,2289,calcutta-premier-division
741,india,Santosh Trophy,24192,santosh-trophy
742,india,Nagaland Super League,24754,nagaland-super-league
743,india,Indian Women's League,21726,indian-womens-league
744,india,Indian Women's League 2,25760,indian-womens-league-2
745,india,Kerala Women League,25008,kerala-women-league
746,indonesia,Indonesia Super League,1015,liga-1
747,indonesia,Indonesia Liga 2,23229,indonesia-liga-2
748,indonesia,Indonesia Liga 3,24432,indonesia-liga-3
749,indonesia,Indonesia President's Cup,23013,indonesia-presidents-cup
750,indonesia,Indonesia Liga 4,24672,indonesia-liga-4
751,indonesia,Liga Topskor U17,24801,liga-topskor
752,indonesia,Liga Topskor U13,24823,liga-topskor-u13
753,indonesia,Liga Topskor U14,24832,liga-topskor-u14
754,indonesia,Liga Topskor U15,24833,liga-topskor-u15
755,indonesia,Liga Topskor U16,24834,liga-topskor-u16
756,iran,Persian Gulf Pro League,915,persian-gulf-pro-league
757,iran,Azadegan League,11338,azadegan-league
758,iran,Hazfi Cup,11497,hazfi-cup
759,iran,Iranian Super Cup,18526,iranian-super-cup
760,iraq,Iraq Stars League,22478,iraq-stars-league
761,iraq,Iraqi FA Cup,25377,iraqi-fa-cup
762,iraq,Iraq Premier Division,25360,iraq-premier-division
763,iraq,Kurdistan First Division,27033,kurdistan-first-division
764,iraq,Kurdistan Premier League,26248,kurdistan-premier-league
765,iraq,Stars League,24040,stars-league
766,ireland,Premier Division,192,premier-division
767,ireland,Ireland 1st Division,193,first-division
768,ireland,FAI Cup,195,fai-cup
769,ireland,FAI Presidents Cup,1632,fai-presidents-cup
770,ireland,Ireland Women's Premier Division,20065,premier-division-women
771,ireland,FAI Women's Cup,22727,fai-cup-women
772,ireland,Beamish Stout Munster Senior Premier Division,22758,beamish-stout-munster-senior-premier-division
773,ireland,Munster Senior Cup,24544,munster-senior-cup
774,ireland,Leinster Senior Cup,24715,leinster-senior-cup
775,ireland,"FAI Cup, Women",28167,fai-cup-women
776,israel,Israeli Premier League,266,israeli-premier-league
777,israel,Israel National League,727,national-league
778,israel,Israel Super Cup,2104,israel-super-cup
779,israel,State Cup,370,state-cup
780,israel,Toto Cup Al,9355,league-cup-premier
781,israel,Toto Cup Leumit,9356,league-cup-national
782,israel,Israel U19 Premier Division,16811,israel-u19-premier-division
783,israel,Israeli Women's Football League,14586,ligat-al-women
784,israel,Liga Alef North,23265,liga-alef-north
785,israel,Liga Alef South,23266,liga-alef-south
786,ivory-coast,Ivory Coast Ligue 1,1211,ligue-1
787,ivory-coast,Ivory Coast Ligue 2,25625,ivory-coast-ligue-2
788,jamaica,Jamaica Premier League,1892,premier-league
789,japan,J1 League,196,j1-league
790,japan,J2 League,402,j2-league
791,japan,J3 League,2293,j3-league
792,japan,J. League Cup,101,j-league-cup
793,japan,Emperor Cup,323,emperor-cup
794,japan,Japanese Super Cup,393,japanese-super-cup
795,japan,WE-League,18653,we-league
796,japan,Japan Women's Football League,3085,nadeshiko-league-div-1-women
797,japan,Japan Football League,2294,japan-football-league
798,japan,WE League Cup,23701,we-league-cup
799,japan,Japan University Women's Football Championship,24486,japan-university-womens-football-championship
800,japan,Japan Regional League,27189,japan-regional-league
801,japan,Nadeshiko League 2,25502,nadeshiko-league-2
802,jordan,Jordan Pro League,929,jordan-league
803,jordan,Jordan 1st Division,13361,jordan-1st-division
804,jordan,Jordan Cup,1822,jordan-cup
805,jordan,Jordan Super Cup,18668,super-cup
806,kazakhstan,Kazakhstan Premier League,682,premier-league
807,kazakhstan,Kazakhstan 1st League,785,first-division
808,kazakhstan,Kazakhstan Cup,749,kazakhstan-cup
809,kazakhstan,Kazakhstan Super Cup,773,kazakhstan-super-cup
810,kazakhstan,Kazakhstan League Cup,22551,kazakhstan-league-cup
811,kazakhstan,Kazakhstan Super League Women,25971,kazakhstan-super-league-women
812,kazakhstan,QFL League Women,25969,qfl-league-women
813,kazakhstan,QFL League Women,25970,qfl-league-women
814,kenya,Kenyan Premier League,1644,premier-league
815,kenya,National Super League,16540,national-super-league
816,kenya,Division One League - Zone A,16778,division-one-league-zone-a
817,kenya,Division One League - Zone B,16808,division-one-league-zone-b
818,kenya,Division Two League,20220,division-two-league
819,kenya,Mozzart Bet Cup,20047,mozzart-bet-cup
820,kenya,Manuar Cup U11,21587,manuar-cup-u11
821,kenya,Manuar Cup U13,21588,manuar-cup-u13
822,kenya,Kellan Montessori Cup U11,23823,kellan-montessori-cup-u11
823,kenya,Manuar Cup U16,21586,manuar-cup
824,kenya,Football Without Borders U15,23928,football-without-borders-u15
825,kenya,82 Sports Ultimate Cup,24143,82-sports-ultimate-cup
826,kenya,Sagana Sports Association,24346,sagana-sports
827,kenya,NaiCup Legacy Cup U13,25148,naicup-legacy-cup-u13
828,kenya,Pasaka Challenge Cup,25856,pasaka-challenge-cup
829,kenya,Rausha Kipaji Cup,24112,rausha-kipaji-cup
830,kenya,Talanta Classic Cup,24443,talanta-classic-cup
831,kenya,Wazee Premier League,26264,wazee-premier-league
832,kosovo,AlbiMall Superliga,9413,albimall-superliga
833,kosovo,First League,9426,viva-fresh-liga-e-pare
834,kosovo,Liga e Dytë,16702,liga-e-dyte
835,kosovo,Kupa e Kosovës,10069,kupa-e-kosoves
836,kosovo,Kosovo U21 League,23926,kosovo-u21-league
837,kuwait,Zain Premier League,1002,zain-premier-league
838,kuwait,Zain First Division,20044,division-1
839,kuwait,Crown Prince Cup,939,crown-prince-cup
840,kuwait,Federation Cup,953,federation-cup
841,kuwait,Kuwait Super Cup,14564,kuwait-super-cup
842,kuwait,Emir Cup,14710,emir-cup
843,kuwait,Kuwait Blue League,25018,u23-kuwait-blue-league
844,laos,Lao League,16813,lao-league
845,laos,The Lao Prime Minister Cup,25485,the-lao-prime-minister-cup
846,latvia,Virsliga,197,virsliga
847,latvia,1.Liga,677,1liga
848,latvia,Latvijas Kauss,761,latvijas-kauss
849,latvia,Latvian Women's League,23108,sieviesu-futbola-liga
850,latvia,Altero.lv LIIGA,25633,alterolv-liiga
851,latvia,Dali Dali 3. līga,26023,dali-dali-3-liga
852,lebanon,Lebanese Premier League,2295,lebanese-premier-league
853,lebanon,Lebanon Cup,2307,lebanon-cup
854,lebanon,Lebanese Super Cup,2159,super-cup
855,lebanon,Federation Cup,20748,federation-cup
856,lesotho,Vodacom Premier League,26697,vodacom-premier-league
857,liberia,LFA First Division,16810,lfa-first-division
858,liberia,Orange Cup,26059,orange-cup
859,libya,Premier League,16641,premier-league
860,libya,Libyan Cup,18537,libyan-cup
861,libya,Super Cup,22096,super-cup
862,libya,First Division,18429,first-division
863,libya,Second Division,20464,second-division
864,libya,Second Division - Gulf of Sirte,22031,second-division-gulf-of-sirte
865,libya,Third Division,20757,third-division
866,libya,Third Division - Al Jabal Alakhdar,20495,third-division-al-jabal-alakhdar
867,libya,Third Division - South,20482,third-division-south
868,libya,Third Division - Tobruk,20609,third-division-tobruk
869,libya,Third Division - Tripoli,20481,third-division-tripoli
870,libya,Third Division - West,20494,third-division-west
871,liechtenstein,FL1 Aktiv - Cup,757,fl1-aktiv-cup
872,lithuania,A Lyga,198,a-lyga
873,lithuania,Pirma Lyga,676,pirma-lyga
874,lithuania,LFF Cup,812,lff-cup
875,lithuania,LFF Super Cup,1262,lff-super-cup
876,lithuania,A Lyga Women,25410,a-lyga-women
877,lithuania,II Lyga,16785,ii-lyga
878,luxembourg,Division Nationale,690,division-nationale
879,luxembourg,Promotion d'Honneur,723,promotion-dhonneur
880,luxembourg,Coupe de Luxembourg,765,coupe-de-luxembourg
881,macao,Elite League,20238,elite-league
882,madagascar,Pure Play Football League,20122,pure-play-football-league
883,madagascar,Telma Coupe,22507,telma-coupe
884,malaysia,Malaysia Super League,1000,malaysia-super-league
885,malaysia,Malaysia FA Cup,13474,malaysia-fa-cup
886,malaysia,Piala Malaysia,20827,piala-malaysia
887,malaysia,Liga A1,22740,liga-a1
888,malaysia,Malaysia MFL Cup,22821,malaysia-mfl-cup
889,malaysia,MFL Challenge Cup,24408,mfl-challenge-cup
890,malaysia,Piala Sumbangsih,28375,piala-sumbangsih
891,malta,YoHealth Malta Premier,629,premier-league
892,malta,Challenge League,630,challenge-league
893,malta,IZIBET Amateur League,19807,izibet-amateur-league
894,malta,Maltese FA Trophy,633,fa-trophy
895,malta,Maltese Super Cup,725,super-cup
896,malta,AME Cup,2107,ame-cup
897,malta,Gozo Football League First Division,16504,gozo-football-league-first-division
898,malta,Gozo Football League Second Division,16514,gozo-football-league-second-division
899,malta,ISA Malta,19141,isa-malta
900,malta,BOV Youth League A,25123,bov-youth-league-a
901,malta,Challenge Cup,25273,challenge-cup
902,malta,National Amateur Cup,20172,national-amateur-cup
903,malta,National Amateur Super Cup,20175,national-amateur-super-cup
904,martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1
905,martinique,Coupe de France - Martinique,21093,coupe-de-france-martinique-zone
906,martinique,Coupe de Martinique,21797,coupe-de-martinique
907,martinique,Trophée Daniel Charles-Alfred - R2,21531,trophee-daniel-charles-alfred-r2
908,martinique,Trophée Yvon Lutbert,23295,trophee-yvon-lutbert
909,mauritania,Super D1,23703,super-d1
910,mauritius,National Super League,16527,national-super-league
911,mauritius,National Division One,16612,national-division-one
912,mauritius,National Division Two,17351,national-division-two
913,mauritius,Republic Cup,24255,republic-cup
914,mayotte,Régional 1,21920,regional-1
915,mayotte,Régional 2,23998,regional-2
916,moldova,Moldovan Super Liga,685,super-liga
917,moldova,Moldovan Liga 1,710,liga-1
918,moldova,Cupa Moldova,741,cupa-moldova
919,moldova,Supercupa Moldovei,890,supercupa-moldovei
920,moldova,Cupa Federației,14713,cupa-federatiei
921,mongolia,Mongolian Premier League,18725,premier-league
922,mongolia,Mongolia Cup,22793,mongolia-cup
923,montenegro,Montenegrin First League,154,meridianbet-1-cfl
924,montenegro,Amplitudo 2. CFL,717,amplitudo-2-cfl
925,montenegro,Montenegrin Cup,739,montenegrin-cup
926,montenegro,1. ŽFL,28320,1-zfl
927,morocco,Botola Pro,937,botola-pro
928,morocco,Botola Pro 2,10554,botola-pro-2
929,morocco,Coupe du Trône,1434,coupe-du-trone
930,morocco,Division 1 Féminin,28276,morocco-division-1-feminin
931,morocco,Morocco Excellence Cup,23848,morocco-excellence-cup
932,mozambique,Moçambola,16642,mocambola
933,mozambique,Super Cup Mário Esteves Coluna,25519,super-cup-mario-esteves-coluna
934,myanmar,Myanmar National League,10535,national-league
935,myanmar,Myanmar League 2,23060,myanmar-league-2
936,myanmar,Myanmar League Women,23047,myanmar-league-women
937,myanmar,Myanmar National League Cup,26512,myanmar-national-league-cup
938,namibia,Debmarine Namibia Premiership,21358,debmarine-namibia-premiership
939,namibia,Maris Cup,25752,maris-cup
940,nepal,Nepal Super League,25312,nepal-super-league
941,netherlands,Eredivisie,37,eredivisie
942,netherlands,Eerste Divisie,131,eerste-divisie
943,netherlands,Tweede Divisie,11402,tweede-divisie
944,netherlands,KNVB Beker,330,knvb-beker
945,netherlands,Johan Cruijff Schaal,340,johan-cruijff-schaal
946,netherlands,Vrouwen Eredivisie,2123,vrouwen-eredivisie
947,netherlands,"U21 KNVB, Divisie 1",17143,u21-knvb-divisie-1
948,netherlands,Dutch Women's Super Cup,20833,supercup-women
949,netherlands,Eredivisie Cup,22480,eredivisie-cup
950,netherlands,Derde Divisie,28156,derde-divisie
951,netherlands,"KNVB Beker, Women",18789,knvb-beker-women
952,new-caledonia,Super Ligue,26397,super-ligue
953,new-zealand,New Zealand National League,594,national-league
954,new-zealand,"National League, Women",24140,national-league-women
955,new-zealand,Chatham Cup,27789,chatham-cup
956,new-zealand,"Kate Sheppard Cup, Women",27788,kate-sheppard-cup-women
957,nicaragua,Liga Primera de Nicaragua,10533,liga-primera
958,nigeria,Nigeria Premier Football League,2060,professional-league
959,nigeria,National League,22136,national-league
960,nigeria,NYML NLO Division One League,22115,nlo-division-one-league
961,nigeria,5stars Premier League,22307,5stars-premier-league
962,nigeria,5stars Premier League Preseason,22330,5stars-premier-league-preseason
963,nigeria,NYML NLO Division Two League,22858,nlo-division-two-league
964,nigeria,Green Lock FC Summer Football Tournament,22879,green-lock-fc-summer-football-tournament
965,nigeria,Optima  Energy Gold Cup Pre-season Tournament,23238,optima-energy-gold-cup-pre-season-tournament
966,nigeria,The Ondo Stars League,23259,the-ondo-stars-league
967,nigeria,IFC Adeyemi Football Championship,23603,elford-alliyu-football-development-cup
968,nigeria,Elford Alliyu Football League,23607,elford-alliyu-football-league
969,nigeria,Oluyole Local Football League,23619,oluyole-local-football-league
970,nigeria,Ibadan Football Council,23663,ibadan-football-council
971,nigeria,Dynasty Scouting League,23986,dynasty-scouting-league
972,nigeria,Asaba Super Cup,24111,asaba-super-cup
