,teamName,id,teamslug,teamorigin
1518,Associação Black Bulls,375117,associacao-black-bulls,mozambique
1519,Ferroviário de Lichinga,375116,ferroviario-de-lichinga,mozambique
1520,Costa do Sol,282020,desportivo-costa-do-sol,mozambique
1521,Ferroviário de Maputo,215596,ferroviario-de-maputo,mozambique
1522,Chingale de Tete,1088444,chingale-de-tete,mozambique
1523,Ferroviário da Beira,246841,ferroviario-da-beira,mozambique
1524,Baía de Pemba FC,331737,baia-de-pemba-fc,mozambique
1525,Ferroviário de Nacala,322832,ferroviario-de-nacala,mozambique
1526,Ferroviario Nampula,310946,ferroviario-de-nampula,mozambique
1527,Vilankulo FC,330379,vilankulo-fc,mozambique
1528,GDR Textáfrica Chimoio,375113,gdr-textafrica-chimoio,mozambique
1529,Desportivo de Nacala,328636,desportivo-de-nacala,mozambique
1530,Desportivo Matola,1088445,desportivo-matola,mozambique
1531,Dagon FC,307488,dagon-fc,myanmar
1532,Yangon United,61530,yangon-united,myanmar
1533,Hantharwady United FC,274846,hantharwady-united-fc,myanmar
1534,Shan United,69658,shan-united,myanmar
1535,Ispe FC,338085,ispe-fc,myanmar
1536,Yadanarbon FC,186789,yadanarbon-fc,myanmar
1537,Dagon Port FC,526990,dagon-port-fc,myanmar
1538,Ayeyawady United,61528,ayeyawady-united,myanmar
1539,Thitsar Arman FC,526989,thitsar-arman-fc,myanmar
1540,Mahar United,274847,sagaing-united,myanmar
1541,Yarmanya United,1117359,yarmanya-united,myanmar
1542,Rakhine United FC,274848,rakhine-united-fc,myanmar
1543,African Stars FC,305249,african-stars-fc,namibia
1544,Young African FC,495653,young-african-fc,namibia
1545,Khomas Nampol FC,495655,khomas-nampol-fc,namibia
1546,FC Ongos,495654,fc-ongos,namibia
1547,Mighty Gunners FC,495656,mighty-gunners-fc,namibia
1548,University of Namibia FC,495651,unam-fc,namibia
1549,Eeshoke Chula Chula FC,495658,eeshoke-chula-chula-fc,namibia
1550,King Kauluma Palace,1041481,king-kauluma-palace,namibia
1551,Blue Waters FC,317868,blue-waters-fc,namibia
1552,Bucks Buccaneers FC,1079409,bucks-buccaneers-fc,namibia
1553,Tigers  SC,495652,tigers-fc,namibia
1554,Okahandja United FC,307797,okahandja-united-fc,namibia
1555,Julinho Sporting FC,317128,julinho-sporting-fc,namibia
1556,Young Brazilians FC,381803,young-brazilians-fc,namibia
1557,Blue Boys,1041480,blue-boys,namibia
1558,Cuca Tops FC,1079410,cuca-tops-fc,namibia
1559,Lalitpur City FC,502681,lalitpur-city-fc,nepal
1560,Dhangadhi FC,1078892,dhangadhi-fc,nepal
1561,FC Chitwan,1078893,fc-chitwan,nepal
1562,Pokhara Thunders,1078895,pokhara-thunders,nepal
1563,Kathmandu Rayzrs FC,502680,kathmandu-rayzrs-fc,nepal
1564,Jhapa FC,1078894,jhapa-fc,nepal
1565,Butwal Lumbini FC,1078891,butwal-lumbini-fc,nepal
1566,Feyenoord,2959,feyenoord,netherlands
1567,NEC Nijmegen,2962,nec-nijmegen,netherlands
1568,FC Utrecht,2948,fc-utrecht,netherlands
1569,PSV Eindhoven,2952,psv-eindhoven,netherlands
1570,AFC Ajax,2953,ajax,netherlands
1571,AZ Alkmaar,2950,az-alkmaar,netherlands
1572,PEC Zwolle,2971,pec-zwolle,netherlands
1573,FC Groningen,2951,fc-groningen,netherlands
1574,Sparta Rotterdam,2960,sparta-rotterdam,netherlands
1575,Fortuna Sittard,2957,fortuna-sittard,netherlands
1576,FC Volendam,2968,fc-volendam,netherlands
1577,SC Telstar,2972,sc-telstar,netherlands
1578,Go Ahead Eagles,2979,go-ahead-eagles,netherlands
1579,FC Twente,2955,fc-twente,netherlands
1580,NAC Breda,2947,nac-breda,netherlands
1581,Excelsior,2967,excelsior,netherlands
1582,SC Heerenveen,2964,sc-heerenveen,netherlands
1583,Heracles Almelo,2977,heracles-almelo,netherlands
1584,AS Tiga Sport,470258,as-tiga-sport,new-caledonia
1585,ASC Gaïca,508996,asc-gaica,new-caledonia
1586,Hienghène Sport,246599,hienghene-sport,new-caledonia
1587,AS Horizon Patho,1089909,as-horizon-patho,new-caledonia
1588,AS Mont Dore,86740,as-mont-dore,new-caledonia
1589,Wellington Olympic,378944,wellington-olympic,new-zealand
1590,Miramar Rangers,261131,miramar-rangers,new-zealand
1591,Western Suburbs FC,411578,western-suburbs-fc,new-zealand
1592,Wellington Phoenix Reserve,182819,wellington-phoenix-reserve,new-zealand
1593,Napier City Rovers,261130,napier-city-rovers,new-zealand
1594,FC Petone,379307,fc-petone,new-zealand
1595,Waterside Karori,380147,waterside-karori,new-zealand
1596,Upper Hutt City FC,1079628,upper-hutt-city-fc,new-zealand
1597,Island Bay United,508950,island-bay-united,new-zealand
1598,North Wellington AFC,378943,north-wellington-afc,new-zealand
1599,Real Estelí,25353,real-esteli,nicaragua
1600,Diriangén FC,248234,diriangen-fc,nicaragua
1601,Club Sport Sébaco,373012,hyh-export-sebaco-fc,nicaragua
1602,Deportivo Walter Ferretti,201261,deportivo-walter-ferretti,nicaragua
1603,Deportivo Matagalpa FC,376282,deportivo-matagalpa-fc,nicaragua
1604,Managua FC,232871,managua-fc,nicaragua
1605,UNAN Managua,251761,unan-managua,nicaragua
1606,Rancho Santana FC,371649,rancho-santana-fc,nicaragua
1607,Real Madriz,249830,real-madriz,nicaragua
1608,ART Municipal Jalapa,296018,art-municipal-jalapa,nicaragua
1609,Bayelsa United FC,42369,bayelsa-united-fc,nigeria
1610,Warri Wolves FC,190732,warri-wolves-fc,nigeria
1611,Remo Stars,239062,remo-stars,nigeria
1612,El Kanemi Warriors,190740,el-kanemi-warriors,nigeria
1613,Rivers United,215270,rivers-united,nigeria
1614,Wikki Tourists FC,190730,wikki-tourists-fc,nigeria
1615,Enyimba,42371,enyimba,nigeria
1616,Katsina United,243647,katsina-united,nigeria
1617,Niger Tornadoes,214302,niger-tornadoes,nigeria
1618,Nasarawa United,190736,nasarawa-united,nigeria
1619,Abia Warriors,190742,abia-warriors,nigeria
1620,Ikorodu City,214300,ikorodu-city-fc,nigeria
1621,Bendel Insurance FC,307998,bendel-insurance-fc,nigeria
1622,Kano Pillars,134276,kano-pillars,nigeria
1623,Kun Khalifat FC,1112561,kun-khalifat-fc,nigeria
1624,Shooting Stars,190739,shooting-stars,nigeria
1625,Kwara United,190737,kwara-united,nigeria
1626,Barau FC,1112562,barau-fc,nigeria
1627,Enugu Rangers International,42370,enugu-rangers-international,nigeria
1628,Plateau United,214301,plateau-united,nigeria
1629,FK Sileks Kratovo,5407,fk-sileks-kratovo,north-macedonia
1630,FC Struga Trim & Lum,259121,fc-struga-trim-and-lum,north-macedonia
1631,FK Vardar Skopje,5403,fk-vardar-skopje,north-macedonia
1632,KF Shkëndija,5413,kf-shkendija,north-macedonia
1633,Bashkimi 1947,5400,bashkimi-1947,north-macedonia
1634,FK Pelister Bitola,6079,fk-pelister-bitola,north-macedonia
1635,Makedonija Gjorce Petrov,53841,makedonija-gjorce-petrov,north-macedonia
1636,AP Brera Strumica,226868,ap-brera-strumica,north-macedonia
1637,Tikveš Kavadarci,43576,tikves-kavadarci,north-macedonia
1638,FK Arsimi 1973,424916,fk-arsimi-1973,north-macedonia
1639,FK Rabotnički Skopje,5212,fk-rabotnicki-skopje,north-macedonia
1640,KF Shkupi,136548,kf-shkupi,north-macedonia
1641,Glentoran FC,5179,glentoran-fc,northern-ireland
1642,Carrick Rangers,36783,carrick-rangers,northern-ireland
1643,Coleraine FC,5270,coleraine-fc,northern-ireland
1644,Ballymena United,5269,ballymena-united,northern-ireland
1645,Larne FC,5184,larne-fc,northern-ireland
1646,Linfield FC,5272,linfield-fc,northern-ireland
1647,Portadown FC,5279,portadown-fc,northern-ireland
1648,Bangor FC,23895,bangor-fc,northern-ireland
1649,Cliftonville FC,5181,cliftonville-fc,northern-ireland
1650,Crusaders FC,5180,crusaders-fc,northern-ireland
1651,Glenavon,5183,glenavon,northern-ireland
1652,Dungannon Swifts,5271,dungannon-swifts,northern-ireland
1653,Kanoa FC,929540,kanoa-fc,northern-mariana-islands
1654,Matansa FC,929538,matansa-fc,northern-mariana-islands
1655,MP United FC,929539,mp-united-fc,northern-mariana-islands
1656,Men's Developmental Team,929537,mens-developmental-team,northern-mariana-islands
1657,Men's Developmental Team 2,1078851,mens-developmental-team-2,northern-mariana-islands
1658,Bodø/Glimt,656,bodoglimt,norway
1659,Viking FK,1164,viking-fk,norway
1660,SK Brann,1159,sk-brann,norway
1661,Tromsø IL,660,tromso-il,norway
1662,Vålerenga IF,1165,valerenga-if,norway
1663,Rosenborg BK,1161,rosenborg-bk,norway
1664,Sandefjord Fotball,676,sandefjord-fotball,norway
1665,KFUM Oslo,786,kfum-oslo,norway
1666,Fredrikstad FK,687,fredrikstad-fk,norway
1667,Molde FK,661,molde-fk,norway
1668,Sarpsborg 08,822,sarpsborg-08,norway
1669,Kristiansund BK,957,kristiansund-bk,norway
1670,HamKam,666,hamkam,norway
1671,Bryne FK,663,bryne-fk,norway
1672,Strømsgodset,1163,stromsgodset,norway
1673,Haugesund,673,haugesund,norway
1674,WAPDA FC,78531,wapda-fc,pakistan
1675,Sui Southern Gas Company,299432,sui-southern-gas-company,pakistan
1676,PAF FC,78521,paf-fc,pakistan
1677,Lyallpur FC,115873,lyallpur-fc,pakistan
1678,Muslim FC,78517,muslim-fc,pakistan
1679,KRL FC,78515,krl-fc,pakistan
1680,Civil Aviation Authority FC,299431,civil-aviation-authority-fc,pakistan
1681,Pakistan Army,78525,pakistan-army,pakistan
1682,Karachi United,368116,karachi-united,pakistan
1683,Pakistan Navy FC,78527,pakistan-navy-fc,pakistan
1684,SNGPL,299428,sngpl,pakistan
1685,Huma FC,363566,huma-fc,pakistan
1686,Ittihad Shojaeyya,206531,ittihad-shojaeyya,palestine
1687,Khadamat Rafah,206529,khadamat-rafah,palestine
1688,Ittihad Khanyounis,206522,ittihad-khanyounis,palestine
1689,Shabab Rafah,206521,shabab-rafah,palestine
1690,Khadamat Al Shataa,206532,khadamat-al-shataa,palestine
1691,Shabab Jabalia,206534,shabab-jabalia,palestine
1692,Ahli Gaza,232078,ahli-gaza,palestine
1693,Gaza EL Riyadi,343369,gaza-el-riyadi,palestine
1694,Shabab Khanyounis,206528,shabab-khanyounis,palestine
1695,Hilal Gaza,206530,hilal-gaza,palestine
1696,Al Sadaka Club,206519,al-sadaka-club,palestine
1697,Ittihad Beit Hanoun,297182,ittihad-beit-hanoun,palestine
1698,CD Plaza Amador,168806,plaza-amador,panama
1699,Sporting San Miguelito,108211,sporting-san-miguelito,panama
1700,Tauro FC,24064,tauro-fc,panama
1701,Árabe Unido,36406,arabe-unido,panama
1702,Alianza FC,168798,alianza-fc,panama
1703,Costa del Este FC,245429,costa-del-este-fc,panama
1704,Lae City FC,215880,lae-city-fc,papua-new-guinea
1705,Hekari United FC,45341,hekari-united-fc,papua-new-guinea
1706,Gulf Komara FC,483991,gulf-komara-fc,papua-new-guinea
1707,Admiralty Island FC,530421,admiralty-island-fc,papua-new-guinea
1708,FC Morobe Wawens,309619,fc-morobe-wawens,papua-new-guinea
1709,Port Moresby Strikers,483990,port-moresby-strikers,papua-new-guinea
1710,United Highlands FC,483934,united-highlands-fc,papua-new-guinea
1711,Lae City Dwellers,483992,lae-city-dwellers,papua-new-guinea
1712,Kula FC,1099184,kula-fc,papua-new-guinea
1713,Star Mountain FC,1099186,star-mountain-fc,papua-new-guinea
1714,Blue Kumuls FC,1099185,blue-kumuls-fc,papua-new-guinea
1715,Libertad,5996,libertad,paraguay
1716,Cerro Porteño,5991,cerro-porteno,paraguay
1717,Guaraní,5994,guarani,paraguay
1718,Sportivo Trinidense,39722,sportivo-trinidense,paraguay
1719,Olimpia,5997,olimpia,paraguay
1720,Sportivo Ameliano,323510,sportivo-ameliano,paraguay
1721,Recoleta FC,292595,deportivo-recoleta,paraguay
1722,Nacional Asunción,33001,nacional-asuncion,paraguay
1723,General Caballero,387619,general-caballero,paraguay
1724,Sportivo Luqueño,5998,sportivo-luqueno,paraguay
1725,CS 2 de Mayo,5992,cs-2-de-mayo,paraguay
1726,Club Atlético Tembetary,318176,club-atletico-tembetary,paraguay
1727,Universitario,2305,universitario,peru
1728,Club Sporting Cristal,2302,club-sporting-cristal,peru
1729,Cusco FC,63760,cusco-fc,peru
1730,Deportivo Garcilaso,458584,deportivo-garcilaso,peru
1731,Alianza Lima,2311,alianza-lima,peru
1732,Alianza Universidad,306660,alianza-universidad,peru
1733,Sport Huancayo,33895,sport-huancayo,peru
1734,Melgar,2308,melgar,peru
1735,Los Chankas CYC,252254,los-chankas-cyc,peru
1736,Cienciano,2301,cienciano,peru
1737,Club Atlético Grau,282538,club-atletico-grau,peru
1738,Asociación Deportiva Tarma,335557,asociacion-deportiva-tarma,peru
1739,Alianza Atlético de Sullana,2307,alianza-atletico-de-sullana,peru
1740,ADC Juan Pablo II,511206,adc-juan-pablo-ii,peru
1741,Comerciantes Unidos,213609,comerciantes-unidos,peru
1742,Ayacucho,33894,ayacucho,peru
1743,Sport Boys,2312,sport-boys,peru
1744,Universidad Técnica de Cajamarca,87854,universidad-tecnica-de-cajamarca,peru
1745,Kaya-Iloilo,142194,kaya-iloilo,philippines
1746,Manila Digger FC,512469,manila-digger-fc,philippines
1747,Davao Aguilas,253131,davao-aguilas,philippines
1748,DH Cebu FC,413276,dh-cebu-fc,philippines
1749,Don Bosco Garelli United,512471,don-bosco-garelli-united,philippines
1750,Maharlika Manila FC,368907,maharlika-manila-fc,philippines
1751,Taguig FC,512473,taguig-fc,philippines
1752,Stallion Laguna,142204,stallion-laguna,philippines
1753,Mendiola FC,315509,mendiola-fc,philippines
1754,Philippine Army,142200,philippine-army,philippines
1755,Wisła Płock,3122,wisla-plock,poland
1756,Cracovia,4901,cracovia,poland
1757,Górnik Zabrze,3110,gornik-zabrze,poland
1758,Jagiellonia Białystok,7691,jagiellonia-bialystok,poland
1759,MKS Korona Kielce,5065,mks-korona-kielce,poland
1760,Lech Poznań,3121,lech-poznan,poland
1761,Pogoń Szczecin,3117,pogon-szczecin,poland
1762,Radomiak Radom,7295,radomiak-radom,poland
1763,Bruk-Bet Termalica Nieciecza,36851,bruk-bet-termalica-nieciecza,poland
1764,Motor Lublin,7915,motor-lublin,poland
1765,MZKS Arka Gdynia,5064,mzks-arka-gdynia,poland
1766,Legia Warszawa,3106,legia-warszawa,poland
1767,Widzew Łódź,3115,widzew-lodz,poland
1768,GKS Katowice,3112,gks-katowice,poland
1769,Zagłębie Lubin,3113,zaglebie-lubin,poland
1770,Raków Częstochowa,35268,rakow-czestochowa,poland
1771,Piast Gliwice,7918,piast-gliwice,poland
1772,KS Lechia Gdańsk,7913,ks-lechia-gdansk,poland
1773,FC Porto,3002,fc-porto,portugal
1774,Famalicão,49531,famalicao,portugal
1775,Sporting,3001,sporting,portugal
1776,Benfica,3006,benfica,portugal
1777,Moreirense,3014,moreirense,portugal
1778,Sporting Braga,2999,sporting-braga,portugal
1779,Gil Vicente,3010,gil-vicente,portugal
1780,FC Arouca,25777,arouca,portugal
1781,CD Nacional,3013,cd-nacional,portugal
1782,Vitória SC,3009,vitoria-sc,portugal
1783,Rio Ave,3036,rio-ave,portugal
1784,CF Estrela Amadora,3035,cf-estrela-amadora,portugal
1785,Casa Pia,36365,casa-pia,portugal
1786,Estoril Praia,4500,estoril-praia,portugal
1787,Santa Clara,3011,santa-clara,portugal
1788,FC Alverca,190328,fc-alverca,portugal
1789,AVS - Futebol SAD,483088,avs-futebol-sad,portugal
1790,Tondela,38396,tondela,portugal
1791,Universitatea Craiova,116223,cs-universitatea-craiova,romania
1792,FC Rapid București,295403,fc-rapid-bucuresti,romania
1793,FC Dinamo București,3292,fc-dinamo-bucuresti,romania
1794,FC Argeș Pitești,116221,fc-arges,romania
1795,FC Botoșani,24798,fc-botosani,romania
1796,FC Farul Constanța,3294,fcv-farul-constanta,romania
1797,UTA Arad,204657,uta-arad,romania
1798,FC Universitatea Cluj,7734,fc-universitatea-cluj,romania
1799,AFC Unirea 04 Slobozia,44259,afc-unirea-04-slobozia,romania
1800,SC Oțelul Galați,3291,sc-otelul-galati,romania
1801,FC Hermannstadt,260356,fc-hermannstadt,romania
1802,FC Petrolul Ploieşti,25856,fc-petrolul-ploiesti,romania
1803,FCSB,3301,fcsb,romania
1804,CFR 1907 Cluj,5287,cfr-1907-cluj,romania
1805,FK Csíkszereda Miercurea Ciuc,283972,fk-csikszereda-miercurea-ciuc,romania
1806,FC Metaloglobus București,79081,fc-metaloglobus-bucuresti,romania
1807,Zenit St. Petersburg,2321,zenit-st-petersburg,russia
1808,Akhmat Grozny,5131,akhmat-grozny,russia
1809,Rubin Kazan,2333,rubin-kazan,russia
1810,Orenburg,24118,orenburg,russia
1811,Amagaju,268136,amagaju,rwanda
1812,APR FC,191189,apr-fc,rwanda
1813,AS Kigali,267073,as-kigali,rwanda
1814,As Muhanga,302023,as-muhanga,rwanda
1815,Bugesera FC,268142,bugesera-fc,rwanda
1816,Etincelles,253570,etincelles,rwanda
1817,Gasogi United,318729,gasogi-united,rwanda
1818,Gicumbi FC,268137,gicumbi-fc,rwanda
1819,Gorilla FC,340351,gorilla-fc,rwanda
1820,Marine FC,223070,marine-fc,rwanda
1821,Mukura,268138,mukura,rwanda
1822,Musanze,268139,musanze,rwanda
1823,Rwanda Police FC,199921,rwanda-police-fc,rwanda
1824,Rayon Sports FC,134272,rayon-sports-fc,rwanda
1825,Rutsiro FC,340378,rutsiro-fc,rwanda
1826,Kiyovu Sports,268140,kiyovu-sports,rwanda
1827,Rams Village Superstars,275844,rams-village-superstars,saint-kitts-and-nevis
1828,St. Pauls United,288737,st-pauls-united,saint-kitts-and-nevis
1829,Conaree FC,288736,conaree-fc,saint-kitts-and-nevis
1830,Cayon FC,288677,cayon-rockets-fc,saint-kitts-and-nevis
1831,St. Peters Strikers FC,377727,st-peters-strikers-fc,saint-kitts-and-nevis
1832,Old Road Jets,337553,old-road-jets,saint-kitts-and-nevis
1833,Bath United FC,377725,bath-united-fc,saint-kitts-and-nevis
1834,Sandy Point FC,378289,sandy-point-fc,saint-kitts-and-nevis
1835,Mantab United,343767,mantab-united,saint-kitts-and-nevis
1836,Security Forces United,339120,security-forces-united,saint-kitts-and-nevis
1837,Junior Stars FC,486307,junior-stars-fc,saint-martin
1838,AC Saint-Louis,1076112,ac-saint-louis,saint-martin
1839,Juventus Saint-Martin,1076113,juventus-saint-martin,saint-martin
1840,FC Orleans Attackers,1076111,fc-orleans-attackers,saint-martin
1841,North Leeward Predators,461092,north-leeward-predators,saint-vincent-and-the-grenadines
1842,Hope International,461089,hope-international,saint-vincent-and-the-grenadines
1843,Layou FC,461088,layou-fc,saint-vincent-and-the-grenadines
1844,JeBelle FC,461091,jebelle-fc,saint-vincent-and-the-grenadines
1845,Camdonia Chelsea SC,940486,camdonia-chelsea-sc,saint-vincent-and-the-grenadines
1846,BESCO Pastures United,461095,besco-pastures-fc,saint-vincent-and-the-grenadines
1847,Awesome FC,461093,awesome-fc,saint-vincent-and-the-grenadines
1848,Avenues United FC,461094,avenues-united-fc,saint-vincent-and-the-grenadines
1849,SV United,940485,sv-united,saint-vincent-and-the-grenadines
1850,Sion Hill FC,461087,sion-hill-fc,saint-vincent-and-the-grenadines
1851,Vaipuna SC,382559,vaipuna-sc,samoa
1852,Lupe Ole Soaga,193724,lupe-ole-soaga,samoa
1853,Lepea FC,424055,lepea-fc,samoa
1854,University of the South Pacific,424056,university-of-the-south-pacific,samoa
1855,Vailima Kiwi FC,424053,vailima-kiwi-fc,samoa
1856,Vaivase-Tai FC,382558,vaivase-tai-fc,samoa
1857,Vaitele-Uta SC,382976,vaitele-uta-sc,samoa
1858,Sogi SC,382557,sogi-sc,samoa
1859,Moaula FC,424054,moaula-fc,samoa
1860,Faatoia United,383127,faatoia-united,samoa
1861,Brothers United FC,526378,brothers-united-fc,samoa
1862,Moata'a FC,470861,moataa-fc,samoa
1863,FC Domagnano,33818,fc-domagnano,san-marino
1864,SS Folgore / Falciano,37863,ss-folgore-falciano,san-marino
1865,SC Faetano,37858,sc-faetano,san-marino
1866,SP Tre Penne,37862,sp-tre-penne,san-marino
1867,SP Tre Fiori,36195,sp-tre-fiori,san-marino
1868,SS Virtus,36261,ss-virtus,san-marino
1869,La Fiorita,37860,la-fiorita,san-marino
1870,AC Libertas,7712,ac-libertas,san-marino
1871,San Marino Academy U22,487070,san-marino-academy-u22,san-marino
1872,AC Juvenes / Dogana,24045,ac-juvenes-dogana,san-marino
1873,AS San Giovanni,37861,as-san-giovanni,san-marino
1874,SS Cosmos,37864,ss-cosmos,san-marino
1875,FC Fiorentino,37857,fc-fiorentino,san-marino
1876,SS Murata,5964,ss-murata,san-marino
1877,SP Cailungo,37859,sp-cailungo,san-marino
1878,SS Pennarossa,33821,ss-pennarossa,san-marino
1879,Sport Operário e Benfica,399726,sport-operario-e-benfica,sao-tome-and-principe
1880,CD 1º de Maio,399725,cd-1o-de-maio,sao-tome-and-principe
1881,Sundy FC,399723,sundy-fc,sao-tome-and-principe
1882,FC Porto Real,399724,fc-porto-real,sao-tome-and-principe
1883,Sporting Clube do Príncipe,399727,sporting-clube-do-principe,sao-tome-and-principe
1884,UDAPB,399722,udapb,sao-tome-and-principe
1885,Celtic,2352,celtic,scotland
1886,Heart of Midlothian,2353,heart-of-midlothian,scotland
1887,Hibernian,2354,hibernian,scotland
1888,Dundee United,2349,dundee-united,scotland
1889,Kilmarnock,2347,kilmarnock,scotland
1890,Motherwell,2346,motherwell,scotland
1891,Rangers,2351,rangers,scotland
1892,Falkirk FC,2363,falkirk-fc,scotland
1893,Livingston,2356,livingston,scotland
1894,St. Mirren,2359,st-mirren,scotland
1895,Dundee FC,2357,dundee-fc,scotland
1896,Aberdeen,2355,aberdeen,scotland
1897,ASC Jaraaf,87306,asc-jaraaf,senegal
1898,US Goree,87326,us-goree,senegal
1899,Académie Génération Foot,236722,academie-generation-foot,senegal
1900,US Ouakam,87328,us-ouakam,senegal
1901,Wally Daan FC,383708,walidaan-dkr,senegal
1902,AJEL de Rufisque,384329,ajel-de-rufisque,senegal
1903,ASC Linguere,87308,asc-linguere,senegal
1904,AS Dakar Sacré-Cœur,225157,dakar-sacre-coeur,senegal
1905,AS Pikine,87300,as-pikine,senegal
1906,Guediawaye FC,87318,guediawaye-fc,senegal
1907,Teungueth,236723,teungueth,senegal
1908,Casa Sport,87314,casa-sport,senegal
1909,ASC Sonacos,124520,suneor,senegal
1910,ASC HLM,457812,asc-hlm,senegal
1911,Oslo FA,316675,oslo-fa,senegal
1912,Jamono Fatick,250989,jamono-fatick,senegal
1913,FK Partizan,5152,fk-partizan,serbia
1914,FK Crvena zvezda,5149,fk-crvena-zvezda,serbia
1915,FK Vojvodina,5150,fk-vojvodina,serbia
1916,FK Železničar Pančevo,282203,fk-zeleznicar-pancevo,serbia
1917,FK Čukarički,5148,fk-cukaricki,serbia
1918,OFK Beograd,5153,ofk-beograd,serbia
1919,FK Novi Pazar,25736,fk-novi-pazar,serbia
1920,FK TSC Bačka Topola,263360,fk-tsc-backa-topola,serbia
1921,FK Napredak Kruševac,7674,fk-napredak-krusevac,serbia
1922,FK Mladost Lučani,7771,fk-mladost-lucani,serbia
1923,FK IMT Beograd,308176,fk-imt-beograd,serbia
1924,FK Radnički 1923,43981,fk-radnicki-1923,serbia
1925,FK Spartak Subotica,36967,fk-spartak-subotica,serbia
1926,FK Radnički Niš,25737,fk-radnicki-nis,serbia
1927,FK Javor Ivanjica,5144,fk-javor-ivanjica,serbia
1928,FK Radnik Surdulica,111127,fk-radnik-surdulica,serbia
1929,Anse Reunion FC,466091,anse-reunion-fc,seychelles
1930,Bazar Brothers FC,403431,bazar-brothers-fc,seychelles
1931,Real Maldives FC,403434,real-maldives-fc,seychelles
1932,Bel Air FC,460785,bel-air-fc,seychelles
1933,Saint Louis Suns Utd,276720,saint-louis-suns-utd,seychelles
1934,Cote d'Or,134324,cote-dor-fc,seychelles
1935,Revengers,1119866,revengers,seychelles
1936,St Michel United,445568,st-michel-united,seychelles
1937,Foresters FC,403430,foresters-fc,seychelles
1938,Light Stars Fc,305240,light-stars-fc,seychelles
1939,East End Lions FC,381902,east-end-lions-fc,sierra-leone
1940,Bhantal FC,496455,bhantal-fc,sierra-leone
1941,Bo Rangers FC,381900,bo-rangers-fc,sierra-leone
1942,FC Kallon,381903,fc-kallon,sierra-leone
1943,Bai Bureh Warriors FC,381897,bai-bureh-warriors-fc,sierra-leone
1944,Old Edwardians FC,381891,old-edwardians-fc,sierra-leone
1945,Wilberforce Strikers FC,496451,wilberforce-strikers-fc,sierra-leone
1946,Diamond Stars,134334,diamond-stars,sierra-leone
1947,Star Sport Academy,1044584,star-sport-academy,sierra-leone
1948,Ports Authority FC,381887,ports-authority-fc,sierra-leone
1949,Wusum Stars FC,381893,wusum-stars-fc,sierra-leone
1950,SLIFA Mount Aureol FC,496450,slifa-mount-aureol-fc,sierra-leone
1951,Abacha City FC,1043975,abacha-city-fc,sierra-leone
1952,Luawa FC,459257,luawa-fc,sierra-leone
1953,Mighty Blackpool FC,381889,mighty-blackpool-fc,sierra-leone
1954,Kamboi Eagles FC,381894,kamboi-eagles-fc,sierra-leone
1955,Bullom Stars FC,1044583,bullom-stars-fc,sierra-leone
1956,Freetown City FC,381898,freetown-city-fc,sierra-leone
1957,Lion City Sailors,3041,lion-city-sailors,singapore
1958,Albirex Niigata Singapore,34081,albirex-niigata-singapore,singapore
1959,Balestier Khalsa,3039,balestier-central,singapore
1960,Tampines Rovers,3043,tampines-rovers,singapore
1961,Geylang International,3044,geylang-international,singapore
1962,Tanjong Pagar United,3038,tanjong-pagar-united,singapore
1963,Young Lions,34082,young-lions,singapore
1964,Hougang United,34083,hougang-united,singapore
1965,SCSA Eagles,502024,scsa-eagles,sint-maarten
1966,United Super Stars FC,1075213,united-super-stars-fc,sint-maarten
1967,FC Belvedere,502023,fc-belvedere,sint-maarten
1968,758 Sports Club,502022,758-sports-club,sint-maarten
1969,FC Soualiga,502021,fc-soualiga,sint-maarten
1970,Oualichi SA,1075214,oualichi-sa,sint-maarten
1971,FC Spartak Trnava,2406,fc-spartak-trnava,slovakia
1972,AS Trenčín,2398,as-trencin,slovakia
1973,DAC 1904,23833,dac-1904,slovakia
1974,MŠK Žilina,2402,msk-zilina,slovakia
1975,ŠK Slovan Bratislava,2404,sk-slovan-bratislava,slovakia
1976,MFK Zemplín Michalovce,7885,mfk-zemplin-michalovce,slovakia
1977,FK Železiarne Podbrezová,7887,fk-zeleziarne-podbrezova,slovakia
1978,MFK Skalica,111061,mfk-skalica,slovakia
1979,FC Košice,168476,fc-kosice,slovakia
1980,1. FC Tatran Prešov,2403,1-fc-tatran-presov,slovakia
1981,KFC Komárno,189813,kfc-komarno,slovakia
1982,MFK Ružomberok,2397,mfk-ruzomberok,slovakia
1983,NK Celje,2413,nk-celje,slovenia
1984,FC Koper,2417,fc-koper,slovenia
1985,NK Olimpija Ljubljana,2416,nk-olimpija-ljubljana,slovenia
1986,NK Aluminij Kidričevo,2424,nk-aluminij-kidricevo,slovenia
1987,NK Maribor,2420,nk-maribor,slovenia
1988,NK Bravo,261800,nk-bravo,slovenia
1989,Kalcer Radomlje,37737,kalcer-radomlje,slovenia
1990,NŠ Mura,213357,ns-mura,slovenia
1991,ND Primorje,2414,nd-primorje,slovenia
1992,NK Domžale,2418,nk-domzale,slovenia
1993,KOSSA FC Honiara,371195,kossa-fc-honiara,solomon-islands
1994,Central Coast,371202,central-coast,solomon-islands
1995,Green Shield,1087198,green-shield,solomon-islands
1996,FC Malaita Kingz,371196,fc-malaita-kingz,solomon-islands
1997,Honiara City FC,371200,fc-honiara-city,solomon-islands
